Date,meter_id,building_id,Unit,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00:00
"August 11, 2011",0028931680_03,9575_Partners_LLC,KW,213.408,213.408,207.504,207.504,205.056,205.056,208.512,208.512,206.784,206.784,204.48,204.48,207.216,207.216,209.52,209.52,205.056,205.056,207.072,207.072,204.624,204.624,199.584,199.584,194.112,194.112,194.832,194.832,199.44,199.44,219.456,219.456,236.736,236.736,247.824,247.824,260.496,260.496,272.304,272.304,278.208,278.208,288.576,288.576,295.92,295.92,296.064,296.064,302.688,302.688,301.68,301.68,310.032,310.032,314.784,314.784,321.696,321.696,329.184,329.184,331.632,331.632,326.736,326.736,321.84,321.84,310.464,310.464,299.088,299.088,293.904,293.904,283.968,283.968,272.016,272.016,269.568,269.568,262.08,262.08,261.36,261.36,256.896,256.896,260.352,260.352,252.288,252.288,241.488,241.488,237.168,237.168,242.352,242.352,237.168,237.168
"August 12, 2011",0028931680_03,9575_Partners_LLC,KW,224.208,224.208,223.776,223.776,218.592,218.592,219.456,219.456,218.88,218.88,220.32,220.32,220.896,220.896,221.904,221.904,226.224,226.224,223.2,223.2,223.2,223.2,210.672,210.672,208.224,208.224,216.72,216.72,222.48,222.48,226.944,226.944,251.568,251.568,259.776,259.776,265.68,265.68,270.144,270.144,276.192,276.192,286.56,286.56,291.888,291.888,299.088,299.088,294.192,294.192,288,288,291.168,291.168,291.6,291.6,293.904,293.904,296.064,296.064,294.624,294.624,294.912,294.912,289.728,289.728,280.08,280.08,269.424,269.424,258.48,258.48,255.168,255.168,244.224,244.224,245.376,245.376,240.336,240.336,250.992,250.992,246.528,246.528,244.8,244.8,244.8,244.8,235.584,235.584,229.536,229.536,225.36,225.36,224.64,224.64
"August 13, 2011",0028931680_03,9575_Partners_LLC,KW,226.656,226.656,226.512,226.512,226.368,226.368,220.464,220.464,220.752,220.752,220.752,220.752,224.496,224.496,224.64,224.64,221.184,221.184,222.912,222.912,225.072,225.072,222.624,222.624,211.392,211.392,202.464,202.464,207.504,207.504,204.48,204.48,212.832,212.832,219.6,219.6,221.76,221.76,229.68,229.68,226.224,226.224,233.712,233.712,235.584,235.584,234.864,234.864,242.352,242.352,235.296,235.296,232.848,232.848,212.4,212.4,206.64,206.64,207.648,207.648,206.784,206.784,207.936,207.936,204.336,204.336,205.776,205.776,201.024,201.024,203.184,203.184,201.024,201.024,200.88,200.88,198.576,198.576,202.896,202.896,217.44,217.44,219.312,219.312,222.048,222.048,213.264,213.264,211.248,211.248,214.128,214.128,212.544,212.544,209.232,209.232
"August 14, 2011",0028931680_03,9575_Partners_LLC,KW,208.08,208.08,204.192,204.192,203.904,203.904,204.048,204.048,205.344,205.344,204.48,204.48,204.192,204.192,208.512,208.512,208.512,208.512,205.776,205.776,201.744,201.744,199.872,199.872,191.232,191.232,195.12,195.12,193.824,193.824,195.408,195.408,195.408,195.408,200.592,200.592,204.192,204.192,200.16,200.16,208.224,208.224,202.032,202.032,195.984,195.984,196.848,196.848,191.952,191.952,197.712,197.712,198.288,198.288,200.88,200.88,209.376,209.376,211.68,211.68,209.808,209.808,211.68,211.68,211.824,211.824,213.552,213.552,208.656,208.656,216,216,216.432,216.432,218.592,218.592,208.368,208.368,207.648,207.648,207.072,207.072,206.496,206.496,202.608,202.608,198.576,198.576,201.168,201.168,203.76,203.76,204.336,204.336,201.168,201.168
"August 15, 2011",0028931680_03,9575_Partners_LLC,KW,202.32,202.32,202.896,202.896,202.896,202.896,200.88,200.88,201.6,201.6,202.752,202.752,199.44,199.44,201.744,201.744,198.144,198.144,198.432,198.432,203.328,203.328,193.104,193.104,193.968,193.968,194.976,194.976,201.888,201.888,225.792,225.792,234.864,234.864,246.384,246.384,250.848,250.848,266.832,266.832,272.16,272.16,281.52,281.52,285.408,285.408,291.6,291.6,298.8,298.8,301.68,301.68,302.544,302.544,298.08,298.08,303.264,303.264,319.248,319.248,313.92,313.92,310.896,310.896,315.792,315.792,306,306,294.768,294.768,278.208,278.208,269.712,269.712,263.376,263.376,260.064,260.064,251.712,251.712,251.712,251.712,247.824,247.824,243.216,243.216,237.456,237.456,240.192,240.192,239.472,239.472,228.528,228.528,219.168,219.168
"August 16, 2011",0028931680_03,9575_Partners_LLC,KW,225.792,225.792,216.864,216.864,213.264,213.264,211.104,211.104,210.24,210.24,207.936,207.936,203.328,203.328,209.52,209.52,209.52,209.52,210.24,210.24,214.272,214.272,206.064,206.064,203.328,203.328,208.656,208.656,221.04,221.04,238.752,238.752,244.656,244.656,265.68,265.68,288.576,288.576,299.952,299.952,312.624,312.624,313.2,313.2,311.616,311.616,314.496,314.496,317.232,317.232,322.272,322.272,326.448,326.448,332.352,332.352,337.968,337.968,324.288,324.288,323.28,323.28,322.56,322.56,328.896,328.896,322.704,322.704,306.144,306.144,293.328,293.328,282.24,282.24,274.176,274.176,261.936,261.936,257.328,257.328,259.632,259.632,257.184,257.184,253.296,253.296,251.424,251.424,247.68,247.68,240.336,240.336,231.696,231.696,228.816,228.816
"August 17, 2011",0028931680_03,9575_Partners_LLC,KW,225.792,225.792,226.08,226.08,222.912,222.912,212.976,212.976,215.568,215.568,213.408,213.408,208.224,208.224,214.128,214.128,213.696,213.696,216.576,216.576,215.28,215.28,211.104,211.104,204.048,204.048,209.952,209.952,218.016,218.016,226.224,226.224,248.112,248.112,259.632,259.632,286.848,286.848,296.928,296.928,309.6,309.6,316.08,316.08,322.416,322.416,327.456,327.456,336.672,336.672,340.128,340.128,339.984,339.984,342,342,350.064,350.064,340.416,340.416,338.4,338.4,333.936,333.936,328.608,328.608,316.8,316.8,302.976,302.976,288.576,288.576,282.384,282.384,278.496,278.496,264.96,264.96,258.768,258.768,263.376,263.376,262.368,262.368,259.056,259.056,254.736,254.736,253.008,253.008,245.232,245.232,244.224,244.224,236.448,236.448
"August 18, 2011",0028931680_03,9575_Partners_LLC,KW,235.44,235.44,237.024,237.024,230.256,230.256,234.288,234.288,230.976,230.976,228.096,228.096,230.112,230.112,228.24,228.24,230.256,230.256,229.536,229.536,225.36,225.36,222.048,222.048,216,216,206.208,206.208,214.128,214.128,247.248,247.248,271.728,271.728,286.848,286.848,300.816,300.816,315.504,315.504,320.112,320.112,322.992,322.992,333.216,333.216,339.696,339.696,345.888,345.888,344.592,344.592,349.488,349.488,359.712,359.712,357.552,357.552,364.896,364.896,354.816,354.816,344.16,344.16,324.576,324.576,303.408,303.408,297.216,297.216,287.712,287.712,282.672,282.672,277.92,277.92,269.856,269.856,264.096,264.096,263.664,263.664,258.768,258.768,247.536,247.536,244.224,244.224,242.208,242.208,238.32,238.32,233.136,233.136,227.232,227.232
"August 19, 2011",0028931680_03,9575_Partners_LLC,KW,227.088,227.088,226.512,226.512,224.496,224.496,227.376,227.376,229.248,229.248,218.16,218.16,218.304,218.304,216.144,216.144,213.12,213.12,215.28,215.28,217.296,217.296,214.992,214.992,210.672,210.672,210.96,210.96,220.032,220.032,231.408,231.408,251.28,251.28,269.136,269.136,280.8,280.8,295.488,295.488,296.928,296.928,306.72,306.72,313.344,313.344,317.952,317.952,319.824,319.824,329.76,329.76,330.336,330.336,336.672,336.672,343.008,343.008,351.216,351.216,346.752,346.752,331.92,331.92,325.584,325.584,311.616,311.616,292.176,292.176,275.616,275.616,277.776,277.776,273.744,273.744,272.16,272.16,265.392,265.392,262.944,262.944,259.2,259.2,260.064,260.064,255.024,255.024,250.128,250.128,243.36,243.36,241.92,241.92,241.488,241.488
"August 20, 2011",0028931680_03,9575_Partners_LLC,KW,236.448,236.448,234,234,229.104,229.104,227.664,227.664,229.104,229.104,229.68,229.68,231.264,231.264,228.672,228.672,232.56,232.56,235.44,235.44,237.744,237.744,234.288,234.288,220.32,220.32,220.32,220.32,222.336,222.336,220.752,220.752,221.184,221.184,221.76,221.76,222.912,222.912,223.488,223.488,223.488,223.488,218.592,218.592,211.536,211.536,206.64,206.64,209.232,209.232,212.256,212.256,215.28,215.28,219.456,219.456,236.16,236.16,242.928,242.928,242.928,242.928,239.328,239.328,246.96,246.96,246.24,246.24,246.096,246.096,251.136,251.136,249.264,249.264,243.504,243.504,241.2,241.2,233.136,233.136,236.736,236.736,232.416,232.416,233.424,233.424,230.112,230.112,219.312,219.312,214.848,214.848,217.008,217.008,218.448,218.448
"August 21, 2011",0028931680_03,9575_Partners_LLC,KW,218.16,218.16,217.152,217.152,214.416,214.416,215.28,215.28,217.872,217.872,216.144,216.144,220.896,220.896,220.608,220.608,213.12,213.12,216.288,216.288,216,216,208.944,208.944,201.168,201.168,204.336,204.336,198.72,198.72,203.328,203.328,207.216,207.216,209.808,209.808,211.248,211.248,217.44,217.44,223.056,223.056,229.824,229.824,231.264,231.264,236.448,236.448,229.68,229.68,227.808,227.808,231.408,231.408,232.416,232.416,230.112,230.112,233.28,233.28,236.304,236.304,234.288,234.288,237.6,237.6,242.928,242.928,241.92,241.92,238.752,238.752,234.576,234.576,235.008,235.008,233.856,233.856,225.648,225.648,233.28,233.28,230.112,230.112,227.664,227.664,226.08,226.08,224.928,224.928,224.064,224.064,217.296,217.296,209.088,209.088
"August 22, 2011",0028931680_03,9575_Partners_LLC,KW,213.12,213.12,209.952,209.952,209.52,209.52,207.648,207.648,207.936,207.936,207.072,207.072,209.808,209.808,208.656,208.656,206.064,206.064,201.456,201.456,208.8,208.8,207.792,207.792,201.6,201.6,206.784,206.784,210.96,210.96,214.272,214.272,230.544,230.544,242.496,242.496,254.448,254.448,277.2,277.2,270.864,270.864,278.496,278.496,286.272,286.272,296.784,296.784,312.912,312.912,308.592,308.592,316.944,316.944,320.976,320.976,313.92,313.92,326.736,326.736,322.416,322.416,321.12,321.12,313.92,313.92,303.696,303.696,293.616,293.616,276.48,276.48,264.384,264.384,257.904,257.904,259.488,259.488,246.24,246.24,253.728,253.728,248.112,248.112,240.336,240.336,240.048,240.048,239.04,239.04,232.56,232.56,231.264,231.264,229.68,229.68
"August 23, 2011",0028931680_03,9575_Partners_LLC,KW,215.856,215.856,211.824,211.824,212.4,212.4,214.848,214.848,212.256,212.256,216.144,216.144,207.072,207.072,206.352,206.352,206.208,206.208,207.504,207.504,205.776,205.776,203.616,203.616,196.128,196.128,199.152,199.152,205.056,205.056,218.592,218.592,230.4,230.4,238.32,238.32,244.368,244.368,248.4,248.4,249.12,249.12,251.568,251.568,256.896,256.896,256.896,256.896,255.312,255.312,255.744,255.744,257.328,257.328,262.08,262.08,265.392,265.392,276.768,276.768,275.328,275.328,264.096,264.096,277.344,277.344,270.72,270.72,266.976,266.976,256.896,256.896,252.864,252.864,251.568,251.568,242.64,242.64,239.184,239.184,247.248,247.248,239.04,239.04,231.84,231.84,229.968,229.968,228.384,228.384,223.92,223.92,224.928,224.928,223.056,223.056
"August 24, 2011",0028931680_03,9575_Partners_LLC,KW,222.192,222.192,218.88,218.88,220.896,220.896,216.72,216.72,220.32,220.32,219.024,219.024,218.88,218.88,217.44,217.44,215.136,215.136,212.832,212.832,211.68,211.68,217.728,217.728,204.048,204.048,207.936,207.936,219.312,219.312,241.776,241.776,246.96,246.96,273.024,273.024,298.944,298.944,306.288,306.288,321.84,321.84,320.256,320.256,327.744,327.744,337.968,337.968,347.472,347.472,347.184,347.184,354.672,354.672,370.08,370.08,381.888,381.888,387.936,387.936,378.144,378.144,383.184,383.184,365.328,365.328,349.2,349.2,328.752,328.752,306.576,306.576,291.744,291.744,285.984,285.984,282.096,282.096,269.712,269.712,275.904,275.904,268.704,268.704,264.96,264.96,261.504,261.504,256.032,256.032,245.808,245.808,240.768,240.768,233.136,233.136
"August 25, 2011",0028931680_03,9575_Partners_LLC,KW,231.84,231.84,227.088,227.088,223.92,223.92,229.392,229.392,228.528,228.528,225.648,225.648,220.752,220.752,210.96,210.96,209.088,209.088,208.944,208.944,207.36,207.36,200.592,200.592,198.288,198.288,200.16,200.16,204.48,204.48,221.904,221.904,232.416,232.416,252.288,252.288,273.456,273.456,284.256,284.256,292.608,292.608,293.184,293.184,288.432,288.432,287.712,287.712,291.024,291.024,293.76,293.76,295.056,295.056,296.496,296.496,299.952,299.952,302.4,302.4,312.048,312.048,312.624,312.624,309.168,309.168,303.408,303.408,285.84,285.84,275.328,275.328,271.872,271.872,264.672,264.672,258.48,258.48,250.848,250.848,255.312,255.312,251.568,251.568,244.8,244.8,241.92,241.92,234.144,234.144,232.128,232.128,221.472,221.472,206.208,206.208
"August 26, 2011",0028931680_03,9575_Partners_LLC,KW,209.808,209.808,207.792,207.792,205.488,205.488,207.648,207.648,204.336,204.336,203.04,203.04,199.728,199.728,200.016,200.016,199.872,199.872,195.552,195.552,197.136,197.136,196.128,196.128,188.208,188.208,195.408,195.408,199.152,199.152,218.448,218.448,236.16,236.16,252,252,266.544,266.544,281.664,281.664,297.072,297.072,307.584,307.584,304.272,304.272,310.896,310.896,310.896,310.896,310.032,310.032,314.352,314.352,320.256,320.256,318.096,318.096,322.992,322.992,324.72,324.72,313.92,313.92,301.104,301.104,287.136,287.136,270.576,270.576,256.896,256.896,253.296,253.296,246.672,246.672,247.392,247.392,250.416,250.416,252.288,252.288,247.248,247.248,241.344,241.344,241.776,241.776,241.632,241.632,241.056,241.056,233.856,233.856,232.416,232.416
"August 27, 2011",0028931680_03,9575_Partners_LLC,KW,228.384,228.384,223.2,223.2,221.904,221.904,220.32,220.32,210.672,210.672,204.624,204.624,208.224,208.224,203.472,203.472,206.784,206.784,206.928,206.928,204.48,204.48,203.472,203.472,194.832,194.832,195.12,195.12,200.736,200.736,206.208,206.208,217.584,217.584,226.512,226.512,226.368,226.368,234.432,234.432,236.88,236.88,242.64,242.64,238.464,238.464,237.888,237.888,236.736,236.736,233.568,233.568,236.16,236.16,236.016,236.016,235.152,235.152,232.128,232.128,240.768,240.768,243.072,243.072,241.92,241.92,244.08,244.08,243.504,243.504,235.584,235.584,237.744,237.744,234.864,234.864,230.544,230.544,225.648,225.648,232.128,232.128,222.624,222.624,212.112,212.112,209.664,209.664,209.664,209.664,207.072,207.072,204.336,204.336,203.616,203.616
"August 28, 2011",0028931680_03,9575_Partners_LLC,KW,200.592,200.592,199.152,199.152,199.872,199.872,198.432,198.432,198.576,198.576,192.528,192.528,197.712,197.712,198.432,198.432,195.984,195.984,196.848,196.848,199.008,199.008,195.84,195.84,183.744,183.744,181.728,181.728,185.04,185.04,189.936,189.936,192.96,192.96,201.312,201.312,207.072,207.072,210.672,210.672,213.408,213.408,219.168,219.168,226.08,226.08,221.184,221.184,225.792,225.792,226.944,226.944,223.488,223.488,228.384,228.384,227.376,227.376,224.352,224.352,230.832,230.832,224.352,224.352,230.112,230.112,224.928,224.928,221.904,221.904,212.4,212.4,209.664,209.664,210.24,210.24,203.616,203.616,202.896,202.896,205.92,205.92,205.344,205.344,204.48,204.48,203.76,203.76,196.56,196.56,198.864,198.864,198.576,198.576,195.552,195.552
"August 29, 2011",0028931680_03,9575_Partners_LLC,KW,193.104,193.104,196.848,196.848,195.552,195.552,191.376,191.376,194.976,194.976,198,198,192.816,192.816,196.416,196.416,192.96,192.96,193.536,193.536,193.104,193.104,194.976,194.976,186.768,186.768,189.216,189.216,196.848,196.848,210.24,210.24,226.944,226.944,244.656,244.656,276.192,276.192,292.176,292.176,295.344,295.344,294.336,294.336,298.8,298.8,302.544,302.544,306,306,313.344,313.344,317.952,317.952,312.912,312.912,318.528,318.528,317.952,317.952,320.832,320.832,324.288,324.288,324.432,324.432,309.168,309.168,296.496,296.496,276.912,276.912,264.096,264.096,254.304,254.304,250.272,250.272,247.392,247.392,250.992,250.992,242.352,242.352,235.44,235.44,237.456,237.456,229.248,229.248,216.432,216.432,210.672,210.672,209.664,209.664
"August 30, 2011",0028931680_03,9575_Partners_LLC,KW,209.088,209.088,206.496,206.496,209.664,209.664,204.912,204.912,202.608,202.608,201.024,201.024,199.728,199.728,201.888,201.888,200.016,200.016,196.416,196.416,199.296,199.296,196.128,196.128,190.944,190.944,192.816,192.816,194.688,194.688,199.728,199.728,216.288,216.288,218.592,218.592,235.44,235.44,247.824,247.824,263.376,263.376,272.592,272.592,279.216,279.216,283.392,283.392,292.32,292.32,293.76,293.76,294.912,294.912,299.808,299.808,302.688,302.688,302.544,302.544,306.288,306.288,295.92,295.92,287.856,287.856,276.624,276.624,259.2,259.2,254.304,254.304,247.392,247.392,247.248,247.248,253.152,253.152,256.464,256.464,252.432,252.432,245.664,245.664,252.144,252.144,243.648,243.648,240.624,240.624,236.88,236.88,223.056,223.056,220.608,220.608
"August 31, 2011",0028931680_03,9575_Partners_LLC,KW,219.456,219.456,216.864,216.864,213.984,213.984,214.848,214.848,212.832,212.832,213.84,213.84,208.08,208.08,209.232,209.232,207.936,207.936,206.784,206.784,202.608,202.608,210.672,210.672,207.792,207.792,207.792,207.792,205.2,205.2,212.976,212.976,226.368,226.368,247.68,247.68,264.384,264.384,287.856,287.856,287.424,287.424,305.424,305.424,311.328,311.328,320.832,320.832,324.144,324.144,325.296,325.296,330.768,330.768,344.304,344.304,353.952,353.952,358.704,358.704,365.184,365.184,359.424,359.424,355.536,355.536,342.72,342.72,336.096,336.096,322.272,322.272,304.848,304.848,293.76,293.76,283.104,283.104,276.912,276.912,280.08,280.08,274.032,274.032,272.016,272.016,266.4,266.4,265.248,265.248,262.944,262.944,256.608,256.608,261.072,261.072
"September 1, 2011",0028931680_03,9575_Partners_LLC,KW,259.632,259.632,259.2,259.2,248.976,248.976,252.432,252.432,250.992,250.992,247.248,247.248,244.08,244.08,241.2,241.2,241.344,241.344,237.024,237.024,234.576,234.576,234.72,234.72,225.36,225.36,231.696,231.696,241.344,241.344,258.192,258.192,280.224,280.224,312.624,312.624,330.624,330.624,341.856,341.856,350.928,350.928,355.68,355.68,368.352,368.352,382.32,382.32,383.616,383.616,390.096,390.096,399.888,399.888,409.392,409.392,418.32,418.32,420.768,420.768,416.592,416.592,416.736,416.736,401.472,401.472,379.008,379.008,359.712,359.712,347.472,347.472,329.472,329.472,326.736,326.736,320.4,320.4,320.688,320.688,315.936,315.936,252,252,248.256,248.256,250.56,250.56,254.16,254.16,253.152,253.152,252.864,252.864,259.488,259.488
