Date,meter_id,building_id,Unit,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00:00
"August 11, 2011",0028931680_05,9575_Partners_LLC,KW,40.536,40.536,40.644,40.644,39.996,39.996,40.356,40.356,39.996,39.996,40.248,40.248,40.788,40.788,40.824,40.824,39.636,39.636,40.032,40.032,39.564,39.564,30.456,30.456,29.844,29.844,31.572,31.572,32.256,32.256,38.16,38.16,41.364,41.364,41.94,41.94,42.624,42.624,42.624,42.624,41.796,41.796,42.012,42.012,42.264,42.264,43.272,43.272,42.48,42.48,41.076,41.076,41.184,41.184,43.992,43.992,44.964,44.964,44.712,44.712,42.984,42.984,40.788,40.788,39.312,39.312,37.908,37.908,35.712,35.712,34.128,34.128,33.444,33.444,31.716,31.716,32.904,32.904,32.04,32.04,37.296,37.296,42.696,42.696,41.76,41.76,41.544,41.544,42.48,42.48,41.688,41.688,40.68,40.68,41.472,41.472
"August 12, 2011",0028931680_05,9575_Partners_LLC,KW,41.184,41.184,40.968,40.968,40.212,40.212,40.86,40.86,39.96,39.96,40.176,40.176,40.284,40.284,40.464,40.464,39.924,39.924,39.852,39.852,39.744,39.744,31.248,31.248,32.616,32.616,35.46,35.46,37.116,37.116,40.356,40.356,43.452,43.452,41.832,41.832,41.364,41.364,40.644,40.644,39.996,39.996,39.816,39.816,39.78,39.78,42.66,42.66,40.86,40.86,39.276,39.276,39.816,39.816,39.924,39.924,38.844,38.844,38.592,38.592,38.016,38.016,37.764,37.764,39.204,39.204,38.376,38.376,35.172,35.172,31.572,31.572,30.24,30.24,29.34,29.34,30.636,30.636,30.204,30.204,41.256,41.256,40.608,40.608,40.104,40.104,40.824,40.824,41.04,41.04,39.96,39.96,39.888,39.888,40.032,40.032
"August 13, 2011",0028931680_05,9575_Partners_LLC,KW,39.888,39.888,39.924,39.924,39.168,39.168,39.348,39.348,38.808,38.808,39.348,39.348,38.916,38.916,38.952,38.952,38.52,38.52,38.772,38.772,38.736,38.736,39.348,39.348,27.036,27.036,27.288,27.288,26.388,26.388,27.432,27.432,26.604,26.604,26.856,26.856,26.568,26.568,27,27,26.748,26.748,27.9,27.9,26.424,26.424,27.828,27.828,25.812,25.812,26.676,26.676,26.82,26.82,26.856,26.856,26.856,26.856,27.288,27.288,26.892,26.892,26.604,26.604,26.64,26.64,26.964,26.964,26.64,26.64,27.252,27.252,27.072,27.072,26.82,26.82,26.496,26.496,26.532,26.532,37.152,37.152,39.312,39.312,38.484,38.484,38.844,38.844,38.7,38.7,39.888,39.888,38.844,38.844,39.42,39.42
"August 14, 2011",0028931680_05,9575_Partners_LLC,KW,38.52,38.52,39.132,39.132,38.772,38.772,39.456,39.456,38.52,38.52,39.492,39.492,38.808,38.808,38.772,38.772,38.736,38.736,38.952,38.952,38.412,38.412,34.164,34.164,26.712,26.712,26.568,26.568,26.424,26.424,26.388,26.388,26.208,26.208,26.532,26.532,25.776,25.776,26.928,26.928,26.244,26.244,26.748,26.748,26.424,26.424,28.08,28.08,27,27,27.108,27.108,26.208,26.208,27.288,27.288,26.532,26.532,27.072,27.072,26.064,26.064,27,27,26.244,26.244,26.532,26.532,26.1,26.1,26.784,26.784,26.568,26.568,27,27,26.496,26.496,27.288,27.288,34.704,34.704,39.636,39.636,39.204,39.204,39.384,39.384,38.916,38.916,39.492,39.492,38.448,38.448,39.78,39.78
"August 15, 2011",0028931680_05,9575_Partners_LLC,KW,38.736,38.736,39.456,39.456,38.88,38.88,38.916,38.916,38.412,38.412,39.168,39.168,38.484,38.484,38.88,38.88,38.376,38.376,38.664,38.664,40.464,40.464,32.148,32.148,31.896,31.896,34.308,34.308,36.324,36.324,40.464,40.464,43.596,43.596,44.604,44.604,41.904,41.904,43.344,43.344,42.696,42.696,42.48,42.48,42.552,42.552,43.992,43.992,45.18,45.18,45.864,45.864,43.956,43.956,42.048,42.048,40.896,40.896,41.688,41.688,41.328,41.328,41.688,41.688,41.04,41.04,39.6,39.6,36.828,36.828,35.46,35.46,33.768,33.768,32.76,32.76,33.552,33.552,31.428,31.428,38.736,38.736,42.912,42.912,42.012,42.012,40.752,40.752,42.336,42.336,40.608,40.608,40.032,40.032,40.716,40.716
"August 16, 2011",0028931680_05,9575_Partners_LLC,KW,40.176,40.176,40.14,40.14,39.78,39.78,39.852,39.852,39.888,39.888,39.78,39.78,39.672,39.672,39.78,39.78,39.816,39.816,39.528,39.528,39.6,39.6,32.688,32.688,30.564,30.564,32.724,32.724,33.876,33.876,39.78,39.78,44.172,44.172,45.288,45.288,46.548,46.548,45.648,45.648,45.648,45.648,42.732,42.732,42.444,42.444,43.344,43.344,44.136,44.136,42.48,42.48,42.408,42.408,42.084,42.084,41.292,41.292,41.112,41.112,41.868,41.868,39.78,39.78,39.528,39.528,38.772,38.772,36.324,36.324,33.804,33.804,33.624,33.624,32.076,32.076,31.536,31.536,30.708,30.708,39.24,39.24,42.084,42.084,41.364,41.364,41.76,41.76,42.696,42.696,41.796,41.796,41.076,41.076,41.256,41.256
"August 17, 2011",0028931680_05,9575_Partners_LLC,KW,40.932,40.932,40.464,40.464,40.14,40.14,39.816,39.816,40.14,40.14,40.32,40.32,39.96,39.96,39.744,39.744,39.888,39.888,39.816,39.816,40.14,40.14,36.252,36.252,32.112,32.112,36.108,36.108,37.368,37.368,39.276,39.276,42.012,42.012,43.416,43.416,44.208,44.208,43.272,43.272,43.668,43.668,43.344,43.344,43.2,43.2,45.972,45.972,47.736,47.736,46.044,46.044,44.1,44.1,42.84,42.84,44.712,44.712,43.884,43.884,44.64,44.64,41.328,41.328,41.328,41.328,39.636,39.636,37.656,37.656,35.208,35.208,34.488,34.488,32.004,32.004,31.32,31.32,31.428,31.428,39.348,39.348,43.092,43.092,41.904,41.904,40.464,40.464,42.012,42.012,40.32,40.32,40.284,40.284,40.248,40.248
"August 18, 2011",0028931680_05,9575_Partners_LLC,KW,40.392,40.392,39.816,39.816,40.032,40.032,39.888,39.888,39.564,39.564,39.528,39.528,39.888,39.888,39.42,39.42,39.636,39.636,39.6,39.6,39.312,39.312,34.344,34.344,30.096,30.096,30.924,30.924,32.688,32.688,38.7,38.7,44.748,44.748,47.016,47.016,45.72,45.72,46.224,46.224,45.432,45.432,44.172,44.172,41.832,41.832,44.784,44.784,44.784,44.784,42.264,42.264,43.488,43.488,42.084,42.084,42.048,42.048,43.488,43.488,43.704,43.704,43.488,43.488,42.84,42.84,38.808,38.808,37.008,37.008,33.552,33.552,33.696,33.696,31.716,31.716,32.256,32.256,31.464,31.464,41.184,41.184,41.328,41.328,41.112,41.112,41.22,41.22,42.804,42.804,41.688,41.688,41.364,41.364,41.94,41.94
"August 19, 2011",0028931680_05,9575_Partners_LLC,KW,41.148,41.148,40.356,40.356,40.356,40.356,40.284,40.284,40.356,40.356,40.068,40.068,40.68,40.68,39.924,39.924,39.996,39.996,39.888,39.888,39.96,39.96,37.08,37.08,30.384,30.384,33.012,33.012,34.02,34.02,36.036,36.036,40.392,40.392,42.768,42.768,43.416,43.416,41.184,41.184,39.888,39.888,39.6,39.6,40.176,40.176,40.5,40.5,43.02,43.02,41.796,41.796,39.924,39.924,39.204,39.204,39.852,39.852,40.788,40.788,37.944,37.944,37.872,37.872,38.088,38.088,34.92,34.92,32.616,32.616,30.348,30.348,31.788,31.788,30.42,30.42,30.276,30.276,29.916,29.916,40.428,40.428,40.536,40.536,40.104,40.104,39.564,39.564,41.076,41.076,38.556,38.556,39.708,39.708,39.348,39.348
"August 20, 2011",0028931680_05,9575_Partners_LLC,KW,40.212,40.212,38.664,38.664,39.204,39.204,38.448,38.448,38.628,38.628,38.988,38.988,38.916,38.916,38.556,38.556,38.736,38.736,38.628,38.628,38.88,38.88,37.332,37.332,26.496,26.496,26.172,26.172,26.496,26.496,26.82,26.82,26.892,26.892,26.604,26.604,27.072,27.072,27.36,27.36,30.24,30.24,32.688,32.688,27.18,27.18,26.64,26.64,27.036,27.036,26.568,26.568,26.928,26.928,26.532,26.532,27.216,27.216,27.324,27.324,27.612,27.612,26.568,26.568,27.18,27.18,26.82,26.82,26.928,26.928,27.072,27.072,27.324,27.324,26.496,26.496,27.036,27.036,30.708,30.708,38.916,38.916,38.844,38.844,38.88,38.88,38.484,38.484,39.492,39.492,39.06,39.06,39.888,39.888,39.06,39.06
"August 21, 2011",0028931680_05,9575_Partners_LLC,KW,39.168,39.168,38.592,38.592,38.988,38.988,38.772,38.772,39.42,39.42,38.808,38.808,39.06,39.06,38.808,38.808,39.24,39.24,38.484,38.484,39.708,39.708,36.36,36.36,27,27,26.928,26.928,27.036,27.036,26.532,26.532,26.604,26.604,26.244,26.244,26.784,26.784,26.1,26.1,26.496,26.496,26.208,26.208,26.496,26.496,26.388,26.388,26.748,26.748,26.46,26.46,27.324,27.324,26.352,26.352,27.144,27.144,27.108,27.108,26.748,26.748,26.496,26.496,26.532,26.532,26.388,26.388,27.684,27.684,26.748,26.748,26.568,26.568,26.46,26.46,27.072,27.072,26.712,26.712,36.828,36.828,39.204,39.204,39.312,39.312,38.52,38.52,39.06,39.06,38.628,38.628,39.06,39.06,38.988,38.988
"August 22, 2011",0028931680_05,9575_Partners_LLC,KW,39.384,39.384,38.7,38.7,39.492,39.492,38.988,38.988,39.132,39.132,38.88,38.88,39.24,39.24,38.736,38.736,39.276,39.276,38.412,38.412,39.24,39.24,39.204,39.204,31.932,31.932,33.408,33.408,36.396,36.396,39.528,39.528,40.392,40.392,42.264,42.264,43.452,43.452,43.38,43.38,41.94,41.94,41.364,41.364,42.264,42.264,42.444,42.444,43.812,43.812,41.616,41.616,42.048,42.048,41.544,41.544,41.112,41.112,41.292,41.292,40.572,40.572,40.212,40.212,39.672,39.672,38.052,38.052,36.684,36.684,34.776,34.776,34.092,34.092,31.104,31.104,32.832,32.832,30.744,30.744,44.028,44.028,42.084,42.084,42.696,42.696,41.724,41.724,42.444,42.444,40.752,40.752,40.536,40.536,40.752,40.752
"August 23, 2011",0028931680_05,9575_Partners_LLC,KW,39.996,39.996,40.212,40.212,39.744,39.744,39.42,39.42,39.456,39.456,39.708,39.708,39.6,39.6,39.312,39.312,39.672,39.672,39.168,39.168,40.068,40.068,35.676,35.676,30.168,30.168,31.968,31.968,33.552,33.552,38.484,38.484,43.344,43.344,44.64,44.64,46.512,46.512,42.948,42.948,44.208,44.208,42.84,42.84,43.668,43.668,43.56,43.56,45.936,45.936,43.308,43.308,43.992,43.992,42.804,42.804,42.624,42.624,42.984,42.984,46.296,46.296,45.756,45.756,43.74,43.74,42.408,42.408,40.5,40.5,35.892,35.892,32.976,32.976,32.724,32.724,32.22,32.22,34.74,34.74,44.352,44.352,42.12,42.12,41.508,41.508,41.904,41.904,43.164,43.164,41.472,41.472,41.724,41.724,40.752,40.752
"August 24, 2011",0028931680_05,9575_Partners_LLC,KW,41.22,41.22,39.996,39.996,40.248,40.248,39.888,39.888,40.104,40.104,39.492,39.492,39.96,39.96,39.96,39.96,39.6,39.6,39.492,39.492,39.636,39.636,40.032,40.032,30.384,30.384,32.076,32.076,36.576,36.576,40.896,40.896,43.74,43.74,43.308,43.308,44.712,44.712,41.76,41.76,42.48,42.48,41.76,41.76,42.336,42.336,42.12,42.12,43.056,43.056,41.868,41.868,41.256,41.256,40.932,40.932,41.436,41.436,41.4,41.4,40.896,40.896,40.32,40.32,40.176,40.176,39.384,39.384,36.828,36.828,34.776,34.776,34.128,34.128,32.076,32.076,33.084,33.084,31.932,31.932,43.74,43.74,43.56,43.56,42.048,42.048,42.588,42.588,42.48,42.48,41.4,41.4,40.86,40.86,40.716,40.716
"August 25, 2011",0028931680_05,9575_Partners_LLC,KW,41.364,41.364,40.392,40.392,39.96,39.96,40.068,40.068,40.212,40.212,40.176,40.176,40.392,40.392,40.248,40.248,40.104,40.104,39.996,39.996,41.436,41.436,38.268,38.268,30.132,30.132,31.176,31.176,33.444,33.444,36.576,36.576,39.6,39.6,41.004,41.004,42.156,42.156,42.012,42.012,42.552,42.552,42.084,42.084,42.12,42.12,41.004,41.004,41.796,41.796,40.284,40.284,40.644,40.644,39.636,39.636,40.572,40.572,39.168,39.168,39.348,39.348,38.556,38.556,38.88,38.88,37.872,37.872,35.1,35.1,32.796,32.796,32.616,32.616,31.464,31.464,31.68,31.68,31.572,31.572,43.092,43.092,41.832,41.832,41.328,41.328,41.4,41.4,42.804,42.804,41.04,41.04,41.4,41.4,40.968,40.968
"August 26, 2011",0028931680_05,9575_Partners_LLC,KW,40.752,40.752,40.572,40.572,39.6,39.6,40.104,40.104,40.356,40.356,39.816,39.816,39.492,39.492,39.78,39.78,39.708,39.708,39.708,39.708,39.672,39.672,36.936,36.936,33.12,33.12,34.524,34.524,36.468,36.468,39.312,39.312,43.452,43.452,43.128,43.128,42.084,42.084,42.336,42.336,41.652,41.652,41.688,41.688,41.4,41.4,42.552,42.552,41.832,41.832,39.888,39.888,41.256,41.256,40.68,40.68,41.184,41.184,38.808,38.808,40.068,40.068,38.88,38.88,38.088,38.088,35.388,35.388,34.272,34.272,32.112,32.112,31.644,31.644,30.672,30.672,31.464,31.464,33.552,33.552,42.804,42.804,40.788,40.788,40.572,40.572,41.04,41.04,41.04,41.04,39.852,39.852,40.32,40.32,40.392,40.392
"August 27, 2011",0028931680_05,9575_Partners_LLC,KW,40.212,40.212,39.168,39.168,39.492,39.492,39.492,39.492,39.672,39.672,38.988,38.988,39.204,39.204,39.312,39.312,39.204,39.204,39.384,39.384,39.492,39.492,36.936,36.936,26.712,26.712,26.892,26.892,27.792,27.792,27.072,27.072,27.288,27.288,27.468,27.468,27.72,27.72,27.684,27.684,27.36,27.36,27.648,27.648,27.072,27.072,27.54,27.54,27.828,27.828,26.964,26.964,27.252,27.252,27.288,27.288,27.288,27.288,27.072,27.072,27.324,27.324,27.108,27.108,26.964,26.964,27.684,27.684,27.756,27.756,26.676,26.676,27.18,27.18,27.216,27.216,27,27,29.34,29.34,40.104,40.104,39.204,39.204,39.312,39.312,39.456,39.456,39.312,39.312,39.852,39.852,39.888,39.888,39.852,39.852
"August 28, 2011",0028931680_05,9575_Partners_LLC,KW,39.24,39.24,39.384,39.384,39.564,39.564,39.132,39.132,39.276,39.276,38.628,38.628,39.384,39.384,39.276,39.276,39.06,39.06,39.132,39.132,39.42,39.42,38.556,38.556,26.784,26.784,26.532,26.532,26.28,26.28,26.964,26.964,26.892,26.892,27.036,27.036,26.748,26.748,26.64,26.64,27.072,27.072,26.892,26.892,26.82,26.82,26.712,26.712,27.108,27.108,27.036,27.036,26.712,26.712,26.784,26.784,26.424,26.424,27.396,27.396,27.324,27.324,27.468,27.468,28.116,28.116,27.288,27.288,28.044,28.044,27.432,27.432,26.856,26.856,27.612,27.612,27,27,32.58,32.58,39.204,39.204,39.636,39.636,39.708,39.708,39.06,39.06,38.16,38.16,38.448,38.448,38.808,38.808,38.88,38.88
"August 29, 2011",0028931680_05,9575_Partners_LLC,KW,38.952,38.952,38.628,38.628,38.916,38.916,38.844,38.844,38.628,38.628,38.988,38.988,38.736,38.736,38.772,38.772,38.376,38.376,38.664,38.664,39.096,39.096,40.932,40.932,33.228,33.228,34.884,34.884,37.08,37.08,40.968,40.968,40.68,40.68,42.012,42.012,43.956,43.956,44.064,44.064,43.524,43.524,43.38,43.38,44.028,44.028,43.128,43.128,44.46,44.46,43.776,43.776,42.084,42.084,41.832,41.832,42.48,42.48,41.076,41.076,42.012,42.012,41.76,41.76,40.788,40.788,39.096,39.096,37.656,37.656,35.532,35.532,33.768,33.768,33.048,33.048,32.436,32.436,39.24,39.24,45.612,45.612,43.812,43.812,42.264,42.264,42.084,42.084,42.156,42.156,40.356,40.356,40.428,40.428,40.788,40.788
"August 30, 2011",0028931680_05,9575_Partners_LLC,KW,40.968,40.968,40.896,40.896,40.248,40.248,39.852,39.852,40.068,40.068,39.888,39.888,39.996,39.996,40.068,40.068,39.528,39.528,39.96,39.96,39.708,39.708,41.724,41.724,30.78,30.78,32.436,32.436,34.668,34.668,38.376,38.376,44.568,44.568,45.972,45.972,45.792,45.792,45.828,45.828,45.468,45.468,43.632,43.632,42.588,42.588,43.38,43.38,43.308,43.308,40.896,40.896,43.128,43.128,42.228,42.228,42.3,42.3,42.156,42.156,41.976,41.976,39.708,39.708,39.852,39.852,37.692,37.692,35.676,35.676,34.704,34.704,33.66,33.66,31.86,31.86,35.496,35.496,44.82,44.82,43.056,43.056,41.76,41.76,41.076,41.076,41.328,41.328,42.588,42.588,41.328,41.328,41.004,41.004,41.724,41.724
"August 31, 2011",0028931680_05,9575_Partners_LLC,KW,40.068,40.068,40.5,40.5,39.852,39.852,40.32,40.32,39.348,39.348,39.636,39.636,39.348,39.348,39.528,39.528,39.276,39.276,39.744,39.744,39.456,39.456,44.64,44.64,38.952,38.952,36.252,36.252,36.144,36.144,37.404,37.404,39.708,39.708,42.012,42.012,43.668,43.668,43.344,43.344,41.94,41.94,43.092,43.092,42.12,42.12,42.588,42.588,46.332,46.332,45.216,45.216,45.756,45.756,46.98,46.98,46.404,46.404,45.144,45.144,44.244,44.244,43.164,43.164,41.688,41.688,39.204,39.204,37.044,37.044,34.74,34.74,32.652,32.652,32.148,32.148,31.896,31.896,36.864,36.864,43.596,43.596,42.264,42.264,40.968,40.968,41.004,41.004,41.724,41.724,41.076,41.076,39.888,39.888,40.464,40.464
