Date,meter_id,building_id,Unit,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00:00
"August 1, 2011",0028931680_05,9575_Partners_LLC,KW,39.708,39.708,39.78,39.78,39.996,39.996,40.356,40.356,39.996,39.996,39.96,39.96,40.428,40.428,40.068,40.068,40.248,40.248,39.888,39.888,37.8,37.8,29.988,29.988,33.588,33.588,36,36,38.988,38.988,40.824,40.824,41.544,41.544,41.652,41.652,42.948,42.948,41.436,41.436,42.66,42.66,42.552,42.552,43.164,43.164,43.668,43.668,43.992,43.992,43.128,43.128,43.272,43.272,42.552,42.552,43.776,43.776,45.468,45.468,47.016,47.016,45.864,45.864,45.108,45.108,41.652,41.652,38.16,38.16,36.036,36.036,35.424,35.424,33.516,33.516,33.696,33.696,32.58,32.58,39.132,39.132,43.416,43.416,42.876,42.876,42.588,42.588,42.948,42.948,41.544,41.544,41.508,41.508,41.472,41.472
"August 2, 2011",0028931680_05,9575_Partners_LLC,KW,41.58,41.58,41.364,41.364,40.716,40.716,40.824,40.824,41.04,41.04,40.716,40.716,40.5,40.5,40.788,40.788,40.788,40.788,40.536,40.536,40.68,40.68,39.024,39.024,31.104,31.104,32.796,32.796,33.84,33.84,40.572,40.572,44.532,44.532,46.26,46.26,46.584,46.584,47.16,47.16,44.316,44.316,44.64,44.64,47.592,47.592,46.008,46.008,44.532,44.532,43.884,43.884,44.496,44.496,44.064,44.064,43.488,43.488,43.128,43.128,43.164,43.164,41.796,41.796,41.004,41.004,39.456,39.456,36.504,36.504,35.46,35.46,34.452,34.452,32.868,32.868,38.268,38.268,31.428,31.428,32.22,32.22,43.2,43.2,42.228,42.228,43.2,43.2,43.344,43.344,43.164,43.164,41.688,41.688,42.912,42.912
"August 3, 2011",0028931680_05,9575_Partners_LLC,KW,41.22,41.22,41.148,41.148,40.464,40.464,40.716,40.716,40.104,40.104,40.536,40.536,39.852,39.852,39.924,39.924,39.852,39.852,39.816,39.816,40.392,40.392,34.308,34.308,30.312,30.312,34.668,34.668,36.288,36.288,41.904,41.904,44.424,44.424,46.692,46.692,45.648,45.648,44.676,44.676,44.244,44.244,44.46,44.46,43.524,43.524,45.108,45.108,44.892,44.892,44.28,44.28,43.92,43.92,42.948,42.948,42.84,42.84,42.912,42.912,41.58,41.58,41.832,41.832,40.248,40.248,40.176,40.176,37.26,37.26,36.252,36.252,33.372,33.372,33.192,33.192,33.084,33.084,31.608,31.608,33.084,33.084,42.804,42.804,42.516,42.516,43.164,43.164,42.804,42.804,41.76,41.76,41.22,41.22,41.4,41.4
"August 4, 2011",0028931680_05,9575_Partners_LLC,KW,41.796,41.796,40.86,40.86,40.356,40.356,40.644,40.644,40.284,40.284,40.788,40.788,39.816,39.816,40.428,40.428,39.636,39.636,40.428,40.428,39.168,39.168,29.772,29.772,30.096,30.096,32.112,32.112,34.704,34.704,39.204,39.204,42.408,42.408,46.656,46.656,47.124,47.124,46.26,46.26,47.232,47.232,44.784,44.784,43.308,43.308,44.856,44.856,45.432,45.432,42.984,42.984,42.192,42.192,43.344,43.344,42.444,42.444,41.616,41.616,40.572,40.572,41.148,41.148,39.996,39.996,38.52,38.52,36.612,36.612,34.812,34.812,33.228,33.228,31.896,31.896,31.932,31.932,31.68,31.68,32.436,32.436,42.84,42.84,41.76,41.76,42.12,42.12,42.48,42.48,42.3,42.3,41.472,41.472,42.192,42.192
"August 5, 2011",0028931680_05,9575_Partners_LLC,KW,41.076,41.076,41.292,41.292,40.572,40.572,41.256,41.256,40.716,40.716,40.752,40.752,40.5,40.5,40.788,40.788,40.32,40.32,40.536,40.536,40.212,40.212,30.852,30.852,29.88,29.88,32.22,32.22,34.2,34.2,38.016,38.016,39.42,39.42,43.596,43.596,41.544,41.544,42.444,42.444,41.292,41.292,42.228,42.228,40.824,40.824,42.156,42.156,42.156,42.156,40.86,40.86,40.14,40.14,40.176,40.176,40.464,40.464,39.708,39.708,39.132,39.132,39.06,39.06,37.836,37.836,35.28,35.28,33.3,33.3,31.5,31.5,30.744,30.744,30.348,30.348,30.168,30.168,29.736,29.736,34.812,34.812,40.86,40.86,39.42,39.42,40.644,40.644,40.176,40.176,39.78,39.78,40.032,40.032,40.428,40.428
"August 6, 2011",0028931680_05,9575_Partners_LLC,KW,40.176,40.176,39.852,39.852,39.312,39.312,39.6,39.6,39.384,39.384,39.456,39.456,39.564,39.564,39.744,39.744,39.564,39.564,39.708,39.708,39.168,39.168,39.132,39.132,26.64,26.64,27.324,27.324,26.964,26.964,27.612,27.612,27.252,27.252,27.252,27.252,26.928,26.928,28.116,28.116,27.468,27.468,26.856,26.856,28.008,28.008,27.828,27.828,28.044,28.044,27.432,27.432,27.612,27.612,27.936,27.936,27.288,27.288,27.252,27.252,27.432,27.432,27.504,27.504,27.9,27.9,27.54,27.54,27.396,27.396,28.188,28.188,27.072,27.072,27.504,27.504,27.072,27.072,27.288,27.288,29.268,29.268,39.816,39.816,40.14,40.14,39.708,39.708,39.564,39.564,39.96,39.96,40.068,40.068,39.852,39.852
"August 7, 2011",0028931680_05,9575_Partners_LLC,KW,39.78,39.78,39.744,39.744,39.636,39.636,38.988,38.988,38.736,38.736,39.06,39.06,38.592,38.592,39.096,39.096,38.844,38.844,39.132,39.132,38.628,38.628,29.736,29.736,26.748,26.748,26.82,26.82,26.532,26.532,26.928,26.928,27.036,27.036,26.712,26.712,26.82,26.82,27.036,27.036,26.028,26.028,26.676,26.676,26.244,26.244,27.252,27.252,26.748,26.748,27.036,27.036,26.352,26.352,27.216,27.216,27.072,27.072,26.676,26.676,27.288,27.288,27.504,27.504,27.288,27.288,27.396,27.396,27.54,27.54,27.9,27.9,27.936,27.936,28.296,28.296,27.216,27.216,27.936,27.936,30.492,30.492,40.644,40.644,40.428,40.428,40.32,40.32,39.492,39.492,40.176,40.176,39.492,39.492,40.212,40.212
"August 8, 2011",0028931680_05,9575_Partners_LLC,KW,39.96,39.96,39.888,39.888,39.348,39.348,39.312,39.312,39.204,39.204,39.456,39.456,39.6,39.6,39.132,39.132,38.736,38.736,39.492,39.492,39.096,39.096,29.556,29.556,33.984,33.984,34.38,34.38,37.764,37.764,41.256,41.256,43.488,43.488,43.344,43.344,42.912,42.912,43.056,43.056,42.912,42.912,43.452,43.452,43.092,43.092,43.884,43.884,43.704,43.704,42.804,42.804,42.156,42.156,41.184,41.184,40.932,40.932,42.12,42.12,42.444,42.444,42.66,42.66,41.22,41.22,38.376,38.376,36.072,36.072,35.172,35.172,33.48,33.48,33.012,33.012,33.588,33.588,31.428,31.428,41.616,41.616,42.336,42.336,41.76,41.76,41.472,41.472,42.372,42.372,41.112,41.112,41.04,41.04,41.256,41.256
"August 9, 2011",0028931680_05,9575_Partners_LLC,KW,41.364,41.364,40.572,40.572,40.392,40.392,40.536,40.536,40.392,40.392,40.464,40.464,40.536,40.536,40.248,40.248,40.752,40.752,39.744,39.744,39.96,39.96,32.904,32.904,30.78,30.78,32.076,32.076,33.408,33.408,37.08,37.08,41.256,41.256,41.076,41.076,42.444,42.444,41.94,41.94,43.452,43.452,44.82,44.82,45.54,45.54,44.172,44.172,42.696,42.696,42.12,42.12,43.164,43.164,42.012,42.012,42.84,42.84,41.688,41.688,40.968,40.968,42.012,42.012,41.76,41.76,39.816,39.816,36.684,36.684,35.064,35.064,33.984,33.984,32.256,32.256,32.256,32.256,31.428,31.428,36.756,36.756,42.084,42.084,41.868,41.868,42.732,42.732,41.76,41.76,41.436,41.436,41.58,41.58,40.932,40.932
"August 10, 2011",0028931680_05,9575_Partners_LLC,KW,41.04,41.04,40.68,40.68,40.392,40.392,40.644,40.644,40.932,40.932,40.428,40.428,41.112,41.112,41.148,41.148,40.464,40.464,40.716,40.716,40.968,40.968,30.78,30.78,33.048,33.048,35.496,35.496,36.504,36.504,40.752,40.752,44.244,44.244,43.272,43.272,44.064,44.064,44.712,44.712,43.164,43.164,43.236,43.236,43.92,43.92,45.216,45.216,44.64,44.64,42.768,42.768,42.696,42.696,42.336,42.336,42.948,42.948,42.012,42.012,40.824,40.824,42.228,42.228,40.176,40.176,39.492,39.492,37.188,37.188,34.344,34.344,33.228,33.228,31.572,31.572,32.076,32.076,30.996,30.996,34.344,34.344,42.012,42.012,41.148,41.148,41.004,41.004,41.436,41.436,40.824,40.824,40.788,40.788,40.104,40.104
