Date,Unit,00:15,00:30,00:45,01:00,01:15,01:30,01:45,02:00,02:15,02:30,02:45,03:00,03:15,03:30,03:45,04:00,04:15,04:30,04:45,05:00,05:15,05:30,05:45,06:00,06:15,06:30,06:45,07:00,07:15,07:30,07:45,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00
12/16/2011,KW,81.09,82.62,76.5,76.77,84.78,81.81,82.17,82.44,83.52,86.4,84.78,83.61,84.78,80.82,88.92,95.22,90,95.4,106.2,93.24,118.98,127.08,158.4,167.76,178.74,255.96,296.28,299.88,284.85,279.36,256.95,296.82,323.46,359.19,354.87,361.26,347.94,356.76,373.86,335.34,327.06,329.76,309.78,307.8,304.38,301.86,315.99,307.44,300.42,307.35,274.68,273.78,271.44,268.29,257.76,244.89,233.55,231.75,226.89,224.82,204.3,185.58,184.32,150.48,138.51,138.96,139.5,133.38,130.95,139.41,142.56,139.32,150.57,137.88,143.28,139.59,141.48,135.54,136.44,130.86,132.12,131.31,134.91,140.31,133.2,132.84,133.56,116.55,109.35,100.08,100.89,89.37,88.56,85.41,86.49,88.38
12/17/2011,KW,102.6,99.27,98.46,98.28,101.7,102.33,102.51,103.5,102.42,103.41,104.4,104.31,104.04,102.24,106.47,103.68,101.16,103.68,101.88,102.87,101.16,99,100.44,104.22,102.51,99,93.6,96.3,101.34,96.57,94.86,95.04,96.75,99.54,96.12,94.77,95.94,95.67,97.2,96.48,95.04,94.14,97.47,95.4,93.87,94.95,96.84,97.2,97.02,99.81,96.39,97.92,99,99.09,99.18,99.72,99.99,98.73,100.71,102.33,99.09,100.98,99,98.46,98.01,97.29,95.04,94.23,97.02,94.23,97.11,97.83,99.27,97.56,96.48,97.11,99.27,100.71,98.37,99.36,99.09,98.37,102.42,103.23,97.74,98.01,99.27,99.54,102.69,97.92,96.84,97.74,98.91,99.45,100.44,104.94
12/18/2011,KW,109.17,105.21,104.22,106.56,106.2,104.85,105.75,103.68,105.48,105.12,106.29,107.1,105.3,104.67,106.38,105.39,104.85,104.04,102.33,104.58,103.68,100.89,102.24,104.94,104.58,103.86,94.5,98.19,98.64,97.2,96.48,95.31,94.95,97.83,96.48,96.03,97.02,98.01,98.82,97.65,93.96,96.3,97.92,96.03,94.14,95.04,97.11,98.37,96.75,98.28,98.19,99.09,97.56,95.85,96.21,97.11,96.66,97.83,96.48,96.84,98.73,96.66,96.57,96.84,94.77,92.97,94.68,96.12,96.39,96.66,96.39,94.95,99.36,102.06,100.35,100.26,99.81,99.9,97.2,97.74,96.75,97.56,97.92,99.63,100.71,99.45,97.38,98.28,100.71,100.98,97.74,97.29,100.62,101.61,104.04,104.85
12/19/2011,KW,114.75,109.62,108.9,104.94,108.36,99.45,93.6,90.81,96.3,95.94,91.53,100.53,91.44,94.77,91.8,96.48,92.88,95.85,94.86,92.43,91.44,96.75,102.42,100.08,114.84,118.44,90.72,91.35,92.16,89.64,86.49,87.48,83.25,84.51,86.4,92.07,103.68,94.68,94.32,87.84,83.88,85.05,87.03,86.49,86.31,88.11,90.99,93.06,90.63,88.11,86.58,89.19,90.54,91.98,96.03,98.46,92.61,91.44,88.56,88.29,99.54,112.68,109.44,110.43,115.92,110.34,109.53,111.6,110.79,114.21,118.35,121.32,123.48,124.56,123.3,120.87,121.68,118.35,114.93,119.61,114.48,112.68,112.68,113.13,117.72,116.19,115.02,113.85,114.48,112.95,102.15,89.28,89.82,101.52,97.2,111.87
12/20/2011,KW,111.33,109.44,109.89,108.36,108.54,108.99,109.71,109.53,107.82,110.16,108.54,103.32,104.76,106.47,104.22,103.86,102.69,106.92,105.75,103.86,100.53,103.95,106.92,104.58,107.37,108,106.02,103.95,99.72,103.14,103.23,98.37,98.64,96.03,96.93,94.95,97.02,95.85,95.4,95.22,93.6,99.09,98.37,96.66,98.01,98.28,99.27,100.35,98.82,97.38,97.92,100.08,98.64,96.66,95.22,95.13,97.2,100.71,98.37,96.57,97.74,96.57,96.93,98.64,98.55,97.11,95.49,95.31,95.94,94.59,100.98,98.1,94.86,94.5,93.87,97.65,94.23,93.78,94.5,95.22,97.02,98.28,96.3,95.76,95.94,94.41,94.14,93.24,97.38,99.63,101.79,101.16,102.15,103.32,102.69,107.37
12/21/2011,KW,131.85,134.28,117.54,121.41,117,126,116.73,106.2,111.51,109.17,111.24,109.89,107.55,116.64,111.87,111.78,115.83,112.77,109.35,109.26,117.45,109.71,126.45,118.62,129.96,135.09,108.81,104.49,96.93,95.58,93.96,107.82,115.38,117.9,124.2,127.44,131.49,126.54,126.63,122.49,130.32,128.16,107.28,99.63,100.35,95.76,91.89,86.67,83.79,80.82,81.45,86.4,93.96,92.52,92.79,88.47,84.87,86.04,92.88,107.28,104.94,109.8,109.17,109.71,110.79,113.94,106.11,107.19,113.31,118.26,114.03,122.58,132.39,140.04,127.8,123.39,104.67,104.49,110.16,107.46,101.88,113.49,103.77,101.52,97.02,98.64,101.7,119.97,111.24,107.82,105.93,97.83,97.2,94.59,88.65,102.51
12/22/2011,KW,118.71,115.65,115.83,112.86,111.87,108,98.73,98.91,101.61,101.07,99,98.01,103.23,100.08,103.23,104.49,105.93,101.25,103.32,103.5,101.61,110.88,108.45,117.63,124.11,122.4,96.84,102.51,94.41,92.7,92.52,90,88.83,85.5,86.67,92.25,95.04,95.04,91.17,93.42,89.28,89.19,88.29,103.77,104.04,105.3,100.98,102.06,100.89,100.17,103.86,98.28,103.86,104.13,99.18,99.54,100.26,100.98,102.24,101.07,105.21,116.91,128.07,115.74,109.08,105.66,107.46,110.43,110.61,112.41,118.98,118.89,118.08,129.51,137.97,131.94,142.38,119.52,123.12,122.49,116.28,121.68,113.04,92.7,89.82,89.19,89.73,96.57,95.85,95.49,93.15,94.95,88.83,94.68,89.82,110.61
12/23/2011,KW,119.16,124.11,112.32,112.77,107.73,113.58,116.19,111.87,107.82,105.57,98.64,105.84,103.59,106.11,105.75,105.57,104.76,119.52,112.77,109.8,108.54,110.07,116.19,112.86,119.07,131.49,90.45,86.94,86.04,85.41,83.88,84.15,93.6,80.37,85.32,89.55,109.17,114.75,101.07,90.18,90,90.72,94.77,91.53,86.49,81.99,77.58,80.19,79.56,82.8,81.18,76.32,92.61,97.47,100.26,98.64,94.32,92.16,90.18,78.93,75.87,76.05,79.74,76.59,76.95,76.23,79.92,81.36,81.54,80.55,83.34,81.18,81.18,81.72,82.26,83.7,83.16,84.87,85.23,86.22,86.49,85.41,85.68,95.94,86.31,87.75,90.54,97.11,92.88,100.17,89.46,96.12,88.74,99.09,98.01,115.47
12/24/2011,KW,113.22,112.68,113.31,109.26,112.32,113.4,113.4,109.89,107.73,108.99,109.71,108,108.63,109.44,109.26,108.09,109.71,107.46,107.82,104.49,105.93,108.99,109.53,109.17,107.37,108.63,95.49,97.29,99.81,98.46,97.2,102.06,98.55,99.54,96.12,97.38,99.18,95.85,97.2,96.3,98.46,98.19,96.39,96.3,97.92,98.64,98.19,99.18,100.26,97.74,99.45,98.55,98.1,96.12,95.85,96.57,99.09,96.3,96.12,96.75,97.2,98.55,99.99,99,97.47,96.93,95.13,96.75,98.82,101.07,100.35,98.64,98.37,100.98,99.72,98.28,99.27,101.88,101.16,100.17,100.62,101.43,103.32,100.08,100.17,101.52,103.77,101.07,101.97,100.26,99.99,99.27,96.21,99.27,101.79,109.8
12/25/2011,KW,111.33,109.8,110.07,109.8,104.85,108.45,107.82,105.66,105.39,108.54,109.35,108.18,107.01,106.92,108.63,108.27,106.29,105.66,108.18,104.58,104.4,104.58,106.47,107.19,107.55,107.64,97.56,94.86,97.74,99.18,96.93,95.22,96.57,97.29,93.06,94.32,93.96,94.05,93.33,95.85,96.75,97.47,98.01,97.74,98.37,96.39,96.75,98.55,97.56,97.92,95.49,95.04,97.02,99.36,99.99,99.27,99.27,99.54,97.92,96.84,97.38,95.58,96.12,96.21,95.49,94.86,96.93,97.02,100.17,98.55,95.85,100.53,100.53,99.45,98.82,98.19,100.17,100.89,99.45,99.81,100.17,101.25,98.19,98.91,100.8,101.07,102.15,100.26,104.13,100.8,102.33,100.17,102.42,106.83,101.25,107.19
12/26/2011,KW,125.55,135.36,122.76,114.03,120.51,122.85,108.99,108.72,106.83,110.88,107.01,114.39,112.23,111.06,106.56,114.57,109.53,105.93,120.6,109.62,110.25,116.01,122.31,114.03,117.81,124.38,90.18,90.54,96.12,90.18,86.4,90.27,85.14,86.22,83.97,88.92,90.18,83.34,86.67,82.35,82.44,81.72,81,87.21,82.71,83.61,78.66,81.63,78.39,79.65,78.12,77.31,77.58,86.67,81.18,83.16,79.74,79.74,79.2,83.34,105.12,104.04,108.27,103.5,102.69,101.97,103.95,105.48,108.9,117.54,101.79,92.52,85.32,87.39,87.57,85.77,84.69,85.77,86.13,86.22,85.23,85.68,87.12,91.8,85.95,88.02,88.29,98.1,95.67,93.51,93.69,89.73,91.35,100.8,94.59,114.12
12/27/2011,KW,111.78,110.7,110.79,111.6,108.99,106.65,108.45,108,106.65,107.28,108.72,109.17,104.31,106.56,107.28,105.48,103.05,106.11,109.08,107.91,102.69,105.03,107.19,109.17,107.28,108.99,102.96,102.24,98.55,101.97,102.15,101.97,100.35,98.37,95.85,96.21,97.38,96.75,96.84,95.04,98.28,96.75,99.45,99.36,99.81,94.23,93.06,94.23,94.68,94.32,93.78,94.32,97.47,99.99,99.27,98.46,98.82,100.26,100.44,99.9,100.71,99,99.09,97.65,98.37,97.29,95.76,95.04,98.01,96.75,94.59,92.07,93.42,94.68,95.85,95.85,93.51,93.96,94.95,100.71,103.23,100.35,101.79,101.88,101.34,100.89,101.61,101.25,100.35,103.05,101.25,99.63,100.8,101.25,103.77,106.92
12/28/2011,KW,104.67,105.21,99,97.65,89.82,90.45,86.67,89.19,91.26,90.09,90.9,81.81,85.23,92.07,86.31,85.86,84.87,89.91,87.3,85.68,84.15,85.95,99,99.36,103.77,99.63,83.16,84.87,84.87,83.79,81.81,81.36,83.52,78.75,76.95,82.71,87.21,85.77,80.1,76.86,76.14,72.36,72.72,71.37,81.45,74.07,75.06,73.98,71.73,72.36,75.33,72.18,71.55,74.88,88.2,86.22,85.95,84.51,83.52,84.24,90.54,74.79,75.15,82.89,95.67,79.47,83.79,87.12,103.32,126.99,135.18,119.79,117.63,118.44,113.85,101.25,100.35,104.67,103.59,105.12,104.22,96.03,88.83,87.39,86.4,86.76,94.68,97.56,94.86,101.7,91.62,85.23,79.47,76.68,73.98,71.73
12/29/2011,KW,77.94,73.35,73.08,71.1,73.35,78.03,75.69,77.49,77.31,73.17,84.87,77.85,76.95,79.65,78.03,80.37,75.96,75.78,80.19,81.99,76.95,84.15,84.51,94.41,103.59,102.33,81.09,82.62,80.46,80.1,80.37,76.14,69.75,68.85,71.64,73.8,75.78,71.46,69.57,67.41,67.59,71.1,66.78,67.41,73.26,67.41,69.12,76.41,82.8,81.09,82.89,73.17,70.92,74.25,77.13,74.88,71.19,71.28,69.75,70.65,79.38,89.19,79.83,78.12,76.59,78.3,78.21,77.49,81.36,82.35,110.16,102.33,106.02,105.3,104.4,102.33,101.97,103.23,93.78,97.38,117.27,110.52,104.13,103.68,103.14,103.59,105.03,108.9,108.72,105.3,93.42,87.39,105.03,82.08,76.41,86.22
12/30/2011,KW,90.45,85.05,85.05,81.99,86.4,87.21,83.34,88.83,88.74,83.61,84.78,85.86,82.62,89.64,84.69,84.06,86.31,92.16,84.96,86.76,84.87,85.05,90.54,96.12,98.46,104.67,87.39,84.96,82.98,85.59,87.57,84.42,81.81,79.47,87.93,82.53,87.21,82.89,81.54,77.49,79.83,79.65,79.65,78.21,77.4,79.29,76.59,77.67,78.57,80.55,78.66,84.51,79.02,79.65,81.9,84.87,80.46,81.36,79.92,78.75,79.02,76.86,78.3,87.84,96.3,94.05,95.49,97.2,100.8,108.99,100.89,100.35,98.64,85.05,82.26,83.52,81.72,83.88,82.8,81.99,82.26,84.33,82.8,83.79,82.08,83.43,93.69,89.91,89.55,88.83,86.58,81.81,83.25,86.49,84.15,95.22
12/31/2011,KW,102.42,100.26,99.54,100.89,102.42,104.58,104.94,104.85,105.66,106.2,108.36,107.1,102.87,102.42,104.76,105.57,102.42,102.51,103.23,101.61,101.88,100.53,102.96,104.31,105.48,102.6,96.21,97.56,100.89,102.69,99.18,99.99,98.73,95.31,94.95,93.51,94.95,93.6,92.88,93.24,93.51,94.77,96.39,94.95,95.58,95.49,97.02,99.45,98.82,98.73,99,98.64,97.83,100.08,97.56,97.29,97.56,96.57,98.1,97.65,97.65,96.84,96.84,97.29,94.77,95.22,95.58,93.6,98.28,100.89,97.74,98.37,99.54,98.91,98.73,99.45,98.28,100.08,100.26,99.09,99.45,99.81,100.71,99.63,98.91,97.38,97.47,100.08,100.35,100.44,98.91,98.37,99.81,100.62,99.45,104.67
01/01/2012,KW,106.56,105.75,106.47,105.75,106.47,106.29,106.56,108.09,104.85,105.21,106.02,102.69,104.58,105.66,105.21,102.33,105.75,103.77,104.94,106.2,102.15,100.26,104.58,101.07,102.51,105.66,99.09,97.11,94.86,95.49,95.76,95.94,92.97,93.24,96.12,95.49,94.68,94.5,94.86,95.58,95.13,94.5,96.3,96.21,96.57,99.54,98.55,98.46,97.47,97.83,97.74,97.47,99.54,99,99.9,99.45,96.3,95.76,96.66,97.65,95.49,94.77,95.67,95.04,95.67,96.21,95.76,93.87,98.19,97.65,95.94,96.75,97.74,96.12,96.84,95.67,97.74,98.55,100.62,100.26,99.45,98.64,96.66,96.84,98.28,100.44,100.17,101.88,99.36,98.37,101.79,102.06,102.6,103.68,98.46,103.59
01/02/2012,KW,92.25,94.77,90.63,82.98,82.26,95.49,84.51,86.13,79.74,81.72,84.51,85.41,88.38,80.37,87.21,88.11,86.76,93.24,83.61,81.36,85.95,88.02,89.73,97.02,99.81,109.26,99.54,96.93,89.28,88.83,93.6,96.75,105.12,106.02,107.46,114.39,126.54,122.13,124.02,122.67,118.89,101.97,100.53,97.2,95.4,100.71,96.48,94.68,90.09,88.29,88.11,87.48,87.93,88.47,91.98,91.62,87.03,89.28,90.81,85.95,85.77,82.35,82.62,78.12,77.76,78.66,80.37,86.31,107.46,103.41,106.92,108.54,107.01,107.55,106.02,105.84,105.21,90.63,88.02,83.34,82.44,83.25,79.92,86.13,83.61,80.82,83.34,87.03,90.54,89.82,85.86,81.81,81.45,87.12,90.09,95.4
01/03/2012,KW,102.33,104.58,101.34,104.04,90.18,95.76,95.31,99.72,97.56,100.44,92.79,96.48,93.51,99,98.82,92.79,105.12,95.4,97.47,102.42,98.37,100.71,109.62,108.9,128.16,122.4,106.83,109.35,100.35,100.89,104.94,110.43,106.83,112.41,119.07,121.5,122.4,121.5,119.88,117.63,114.75,114.66,123.84,120.51,121.95,112.41,108.45,105.66,109.98,107.55,106.11,107.19,110.97,112.05,116.73,112.77,105.84,98.64,98.19,97.74,130.32,127.26,120.78,121.77,122.49,116.64,121.32,127.26,130.23,131.13,131.58,129.15,142.74,128.52,130.23,130.05,132.66,133.38,130.5,126.72,126.18,125.91,123.21,123.57,126.9,121.5,120.15,126.45,126.72,124.65,123.84,117,100.89,103.05,94.14,99.36
01/04/2012,KW,100.71,97.92,98.46,96.3,92.88,100.08,101.79,95.85,99.45,97.83,96.12,99.81,95.4,97.2,104.67,97.56,100.62,104.76,110.43,98.19,102.06,104.31,105.3,118.53,122.4,128.52,114.21,110.52,95.67,115.02,109.08,121.59,139.95,134.1,133.83,137.25,137.88,133.56,133.74,131.31,133.11,132.03,128.88,127.98,126.99,127.17,121.77,127.71,127.71,122.67,120.96,117.18,107.19,110.34,113.94,112.68,103.95,106.56,101.52,99.54,99.54,106.38,96.93,94.5,103.23,106.38,103.68,124.11,114.03,113.49,118.89,129.42,126.36,127.08,124.56,124.56,122.58,132.12,120.6,124.74,106.11,104.4,107.19,107.73,104.49,102.69,114.66,126.63,126.63,119.25,115.74,112.14,110.43,90.18,86.94,84.33
01/05/2012,KW,108.18,106.56,104.4,102.51,101.25,104.4,104.4,104.85,106.02,106.38,103.68,105.12,105.3,106.56,105.39,103.05,104.49,103.77,104.4,101.88,104.85,104.67,107.73,111.51,108.18,109.35,111.6,109.17,106.74,108.81,108.09,107.55,105.57,109.26,108.27,109.35,109.26,108.99,108.81,105.93,106.38,107.37,105.75,105.12,106.74,109.53,108.18,108.45,110.34,111.06,109.8,108.36,107.46,109.8,108.45,107.82,110.43,109.8,111.6,111.15,105.57,100.89,100.53,97.38,97.38,95.76,95.49,97.56,96.21,96.84,98.64,98.46,99.09,97.11,96.21,95.13,96.03,97.92,98.37,98.55,94.95,95.58,98.73,102.87,99.54,99.54,96.75,99.36,99.09,98.28,100.44,103.05,103.59,104.94,103.68,107.64
01/06/2012,KW,105.57,105.48,104.04,102.87,103.5,106.11,106.92,106.74,107.46,104.94,104.85,107.28,105.12,105.03,105.21,106.74,106.92,105.57,103.23,105.48,106.2,107.28,105.12,110.43,113.67,113.13,113.49,113.13,107.28,109.17,111.87,111.96,113.31,111.42,109.44,109.17,114.75,113.13,110.52,109.8,111.06,110.43,111.15,107.01,108.09,111.06,112.41,115.11,112.5,111.42,112.86,110.07,109.62,110.16,110.79,111.15,113.76,115.38,116.28,114.75,110.16,110.34,107.19,98.46,96.84,97.74,99.9,98.91,99,99.27,97.02,97.29,99.36,101.88,105.3,102.33,97.47,96.66,98.64,98.28,98.46,96.57,95.85,96.48,96.93,99.09,102.06,102.6,102.78,101.16,103.59,102.15,102.51,102.24,105.03,110.16
01/07/2012,KW,112.23,110.25,111.69,109.44,108.81,104.76,105.48,107.91,108.09,106.11,106.56,108.45,109.53,105.93,108.54,105.48,107.1,106.74,106.65,106.47,110.52,107.91,109.17,111.96,111.24,109.62,102.24,101.88,101.7,100.62,97.92,99.27,99.36,96.75,96.03,98.37,98.01,96.39,97.02,98.55,100.53,99.09,99.9,99.99,102.6,100.35,98.1,96.93,95.85,95.94,96.48,98.01,98.1,99.72,95.85,95.13,97.74,96.39,95.49,97.47,97.11,97.29,95.94,95.85,97.38,99.09,99.9,102.69,99.18,102.15,100.8,101.61,101.25,103.41,102.96,101.97,102.6,102.24,102.42,103.32,104.31,105.57,104.31,100.44,101.43,103.41,103.14,103.5,104.67,103.14,103.86,101.07,102.33,105.03,103.5,107.64
01/08/2012,KW,109.44,111.69,110.25,108.45,109.17,106.83,105.84,106.2,105.48,106.02,106.83,106.2,106.92,105.75,104.85,105.84,103.86,105.3,103.41,110.43,109.35,108.72,107.91,115.02,110.61,111.06,102.33,102.96,101.52,99.63,97.83,98.73,96.66,95.58,98.46,98.19,99.18,98.46,97.2,95.58,98.91,97.92,97.38,98.91,99.99,100.98,101.43,99.63,101.61,98.01,96.48,97.47,99.99,99.63,99.99,99.72,101.97,101.61,102.06,100.89,102.87,101.97,102.78,101.16,98.64,97.65,97.92,99.09,99.81,101.61,100.98,101.61,101.7,102.06,102.24,103.41,103.95,104.76,103.23,102.78,103.23,104.67,103.95,103.14,102.42,100.26,103.5,104.58,102.15,102.15,103.41,103.77,102.6,102.24,101.34,108.63
01/09/2012,KW,118.53,115.56,110.25,107.82,114.03,116.73,101.61,104.76,108,110.61,108.99,106.29,108.81,105.84,108.72,104.94,109.17,110.25,123.12,116.46,122.85,149.22,168.12,168.03,188.19,271.08,325.62,322.29,302.04,343.53,327.69,326.25,342.72,365.04,325.44,358.56,351.09,338.04,356.67,326.61,338.58,316.17,308.43,322.65,306.54,301.41,290.34,299.43,299.43,289.53,279.72,265.77,257.31,250.65,250.02,245.07,234.9,234.99,235.53,239.85,208.8,190.53,178.47,151.83,148.14,147.51,144.63,141.39,144.81,146.97,141.57,140.67,141.66,134.28,133.02,135.63,136.17,135.36,131.67,131.13,125.82,127.26,131.76,133.92,127.17,128.07,134.37,128.88,115.65,98.37,100.35,97.47,91.98,93.24,87.48,88.56
01/10/2012,KW,86.31,88.2,87.03,89.46,89.64,97.11,92.97,94.5,89.82,95.13,95.58,99.27,90.9,100.17,97.29,97.65,104.04,98.1,118.89,105.48,108.09,135,153.72,174.15,190.62,266.49,307.8,310.05,321.03,306.36,308.34,313.92,346.68,328.23,321.75,325.26,338.13,343.89,334.98,338.4,328.23,343.17,316.71,314.73,316.71,315.81,301.95,305.28,324.27,314.73,301.23,298.26,290.16,293.49,295.65,289.98,289.98,279.72,269.28,251.28,223.83,199.89,177.12,148.86,143.91,134.55,135.81,138.33,147.6,143.73,149.49,143.91,145.08,145.62,144.36,139.68,136.8,136.8,138.78,132.84,136.26,131.4,129.69,130.68,119.88,122.58,121.86,122.4,122.76,108.72,100.98,94.77,95.85,96.48,90.99,86.58
01/11/2012,KW,84.6,85.41,84.69,93.69,87.75,92.79,90,89.55,91.08,91.35,92.25,91.26,95.76,92.25,97.83,95.31,95.49,106.11,120.33,113.85,118.98,133.2,171.99,180.09,192.15,269.46,310.5,308.16,310.68,294.03,296.28,308.7,333,342.54,331.56,324.72,326.07,333.54,333.45,331.74,343.62,329.31,319.41,311.94,329.4,328.23,326.61,331.29,304.74,294.03,305.1,297.9,290.79,294.39,302.04,303.39,284.49,263.25,236.79,225,214.29,201.06,187.38,158.22,141.57,144.63,137.25,132.66,136.53,141.03,163.71,170.1,160.56,156.33,153.18,149.13,146.34,139.86,141.93,135.9,133.74,131.4,145.89,141.03,134.19,131.31,132.57,135.45,133.29,125.19,122.67,111.78,96.3,94.23,92.34,87.3
01/12/2012,KW,86.31,90.63,85.5,87.57,91.08,94.59,91.44,91.26,95.31,90.81,96.03,93.33,91.98,95.67,95.13,101.16,99.36,99.54,117.63,120.6,123.12,160.65,172.89,172.8,187.47,264.87,301.41,306.45,316.89,309.69,313.2,316.89,348.75,346.23,336.51,336.69,336.78,341.1,336.24,350.37,339.93,338.4,314.46,328.23,343.71,331.38,325.8,326.79,303.12,281.61,283.59,290.97,288.54,293.76,287.46,281.25,273.78,245.16,236.43,231.39,208.98,187.65,164.25,142.83,143.46,141.21,134.91,135.18,134.73,135.72,139.95,136.62,134.01,142.11,142.74,141.48,141.21,137.25,135.54,134.1,133.47,130.77,132.84,135.18,131.67,121.86,124.11,126.45,121.68,114.12,113.22,108.54,100.17,90.09,89.73,89.1
01/13/2012,KW,89.73,86.4,85.77,86.49,87.3,88.47,91.98,91.89,91.98,96.03,91.53,92.79,94.41,92.97,96.57,98.28,99.36,100.98,114.57,119.88,121.68,140.76,163.26,168.39,186.48,266.49,298.62,297.54,327.42,306.63,305.55,312.48,344.34,333,324.99,326.97,333.72,314.82,320.22,324.72,315.99,320.94,322.11,320.58,303.57,294.03,299.52,332.82,341.28,332.55,323.1,310.59,300.69,286.74,307.8,302.4,282.33,278.91,261.9,245.25,213.3,193.23,176.04,154.53,155.79,135.63,130.05,131.04,135.63,131.94,132.21,133.29,133.11,142.65,136.62,137.16,138.78,135.54,136.98,139.32,140.22,127.98,130.86,129.6,108.18,108.99,108.45,109.26,110.16,93.87,96.03,91.08,88.47,89.1,89.28,84.51
01/14/2012,KW,86.67,87.93,85.95,91.89,90.63,92.88,88.56,88.83,92.79,92.7,94.05,94.14,94.23,96.84,95.4,95.85,96.12,95.58,101.34,100.62,99.72,102.24,105.12,102.06,108.81,97.65,88.83,87.75,77.94,76.05,76.59,76.95,73.53,73.26,72.81,77.85,80.46,83.88,87.12,85.86,85.41,84.51,80.55,74.34,77.58,74.88,73.44,73.71,72.72,74.61,70.56,70.02,69.48,74.52,76.68,77.49,76.23,74.7,74.25,73.89,71.55,71.55,72.36,69.75,75.15,70.92,70.74,73.44,84.6,86.85,87.93,89.28,90.18,87.03,87.57,86.67,86.94,88.92,88.56,86.94,86.31,91.26,88.2,88.74,86.85,88.74,88.92,94.14,96.21,92.25,91.53,88.29,88.56,93.51,91.8,98.73
01/15/2012,KW,107.46,104.22,106.29,101.7,103.32,104.85,106.11,106.83,104.4,105.39,104.04,106.29,108.72,104.4,104.4,105.66,103.86,102.78,104.76,103.86,102.51,102.51,103.23,104.58,105.93,105.12,99.36,97.56,95.67,98.55,97.56,94.59,91.89,93.87,97.65,96.39,95.94,94.77,96.12,97.47,98.37,95.49,92.97,94.5,96.84,95.13,94.77,94.32,95.58,97.02,97.47,95.76,95.76,97.11,98.28,98.82,100.35,98.55,98.91,99.99,97.83,95.31,95.49,95.67,94.59,92.61,93.51,96.48,95.04,99,98.73,97.38,97.29,95.85,95.76,98.46,98.91,99.72,99.63,99.36,100.35,101.25,100.89,97.38,98.28,98.73,100.35,100.62,100.53,100.53,102.33,100.98,102.24,102.69,102.51,108.63
01/16/2012,KW,107.01,107.55,104.49,105.21,101.34,107.28,107.01,105.39,104.13,104.85,105.39,106.38,103.59,104.4,106.11,104.58,103.32,107.82,108.36,109.62,107.01,104.4,107.01,114.57,114.57,113.04,103.5,102.51,99.54,100.35,99.63,100.26,100.08,98.91,97.92,99.81,96.48,96.12,100.53,100.98,102.69,97.29,98.46,99.81,100.89,96.93,97.38,100.71,101.34,101.16,97.38,97.92,98.73,99.9,99.99,99.99,101.61,99.63,97.92,97.83,97.29,98.46,96.75,93.96,90.99,90,91.17,91.35,93.06,93.87,95.58,94.41,93.33,93.06,92.79,94.5,94.14,96.75,96.48,98.91,96.66,97.83,99.81,101.97,100.8,103.41,101.97,101.88,102.78,99.99,102.69,102.33,103.5,104.85,104.22,109.35
01/17/2012,KW,189.72,172.8,164.79,157.14,169.38,164.16,159.21,159.3,160.65,155.43,159.57,159.57,160.02,151.11,161.19,163.26,160.02,160.92,173.52,177.3,182.07,212.67,230.76,229.5,240.66,310.32,376.65,393.21,414.9,408.51,398.25,388.8,396.99,398.34,389.52,384.84,389.16,410.4,422.28,387.72,386.82,393.57,375.21,366.84,360,365.22,361.8,341.82,345.33,338.4,319.77,338.31,332.91,327.6,326.88,326.7,309.06,308.88,294.66,278.64,246.15,226.53,212.13,181.08,178.65,169.02,159.39,163.53,167.4,152.91,151.02,157.68,153.72,155.7,157.32,162.09,157.41,156.78,157.05,163.17,154.53,151.74,148.14,152.01,145.71,141.03,142.2,139.77,143.19,132.75,123.75,101.52,95.04,93.06,89.19,92.79
01/18/2012,KW,107.28,106.02,107.19,104.04,101.16,102.42,105.3,104.94,101.97,102.87,101.88,103.68,103.86,103.05,102.15,99.99,106.02,109.08,109.08,107.64,111.42,117.36,125.19,129.24,129.6,149.76,170.19,167.85,166.5,153.9,146.52,140.76,156.6,153.63,152.73,152.82,162.63,168.48,170.91,172.53,179.64,174.96,169.02,170.55,169.92,171.81,171.72,169.74,175.86,176.31,174.06,169.74,165.42,166.86,165.42,168.39,167.85,171.27,172.35,172.26,155.88,145.62,139.05,116.55,117.09,112.05,114.48,111.69,109.89,111.24,110.25,112.32,111.42,110.43,110.52,109.35,110.34,114.75,117.36,119.34,118.35,115.83,117.72,116.46,114.75,109.44,112.23,111.06,104.85,98.55,99.45,98.01,100.35,104.94,101.43,101.7
