Date,meter_id,building_id,Unit,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00:00
"August 1, 2011",0028931680_01,9575_Partners_LLC,KW,21.4488,21.4488,21.5568,21.5568,21.5568,21.5568,21.7296,21.7296,21.492,21.492,21.2976,21.2976,21.5568,21.5568,21.3192,21.3192,21.4488,21.4488,21.6432,21.6432,21.2328,21.2328,23.0256,23.0256,25.8336,25.8336,27.3456,27.3456,29.9376,29.9376,31.1904,31.1904,32.2056,32.2056,32.8752,32.8752,34.0848,34.0848,33.4368,33.4368,34.3656,34.3656,33.7176,33.7176,34.6032,34.6032,34.9488,34.9488,34.8408,34.8408,33.8688,33.8688,34.2792,34.2792,34.4952,34.4952,35.1432,35.1432,37.4976,37.4976,37.8432,37.8432,37.1952,37.1952,36.5904,36.5904,33.3288,33.3288,30.1536,30.1536,28.8792,28.8792,27.7128,27.7128,26.2872,26.2872,25.9848,25.9848,25.2072,25.2072,25.5096,25.5096,24.6672,24.6672,23.9112,23.9112,23.8032,23.8032,23.9544,23.9544,22.788,22.788,22.8528,22.8528,22.6584,22.6584
"August 2, 2011",0028931680_01,9575_Partners_LLC,KW,22.7664,22.7664,22.9608,22.9608,22.4856,22.4856,22.5504,22.5504,22.8096,22.8096,22.4424,22.4424,22.2696,22.2696,22.5072,22.5072,22.68,22.68,22.4424,22.4424,22.5288,22.5288,23.9112,23.9112,24.0408,24.0408,24.8832,24.8832,25.8336,25.8336,30.8448,30.8448,35.1,35.1,36.9144,36.9144,37.6272,37.6272,38.7936,38.7936,35.3376,35.3376,35.9856,35.9856,39.0528,39.0528,37.2168,37.2168,35.6616,35.6616,34.668,34.668,35.2512,35.2512,35.2728,35.2728,35.4024,35.4024,34.5384,34.5384,34.6032,34.6032,33.3504,33.3504,32.9832,32.9832,31.0392,31.0392,29.1816,29.1816,27.8208,27.8208,26.2656,26.2656,25.3584,25.3584,24.4944,24.4944,23.9976,23.9976,24.2568,24.2568,24.408,24.408,23.328,23.328,23.3928,23.3928,23.976,23.976,23.5656,23.5656,22.788,22.788,23.3064,23.3064
"August 3, 2011",0028931680_01,9575_Partners_LLC,KW,22.032,22.032,22.3344,22.3344,21.9888,21.9888,22.0536,22.0536,21.4272,21.4272,21.9888,21.9888,21.492,21.492,21.5136,21.5136,21.5352,21.5352,21.5784,21.5784,21.6,21.6,22.68,22.68,23.1984,23.1984,27.0216,27.0216,28.4904,28.4904,32.6376,32.6376,34.5816,34.5816,37.3896,37.3896,36.6552,36.6552,35.6832,35.6832,35.2728,35.2728,35.8776,35.8776,34.6896,34.6896,36.072,36.072,35.9424,35.9424,34.8408,34.8408,35.0352,35.0352,34.236,34.236,34.4952,34.4952,34.5384,34.5384,33.1776,33.1776,33.3072,33.3072,32.2704,32.2704,31.7736,31.7736,29.6136,29.6136,28.6632,28.6632,26.2656,26.2656,26.352,26.352,25.4448,25.4448,24.6024,24.6024,24.5592,24.5592,23.9328,23.9328,23.3712,23.3712,24.1488,24.1488,23.8032,23.8032,23.2632,23.2632,22.0752,22.0752,22.5072,22.5072
"August 4, 2011",0028931680_01,9575_Partners_LLC,KW,22.68,22.68,22.0752,22.0752,21.7512,21.7512,22.0536,22.0536,21.708,21.708,22.2264,22.2264,21.3624,21.3624,21.9456,21.9456,21.2328,21.2328,22.0104,22.0104,21.6,21.6,22.9176,22.9176,23.2632,23.2632,24.9264,24.9264,26.028,26.028,30.132,30.132,32.832,32.832,37.2168,37.2168,38.1672,38.1672,38.1456,38.1456,38.34,38.34,36.2232,36.2232,34.884,34.884,36.18,36.18,36.2232,36.2232,33.7392,33.7392,33.9336,33.9336,34.7112,34.7112,33.8472,33.8472,33.8688,33.8688,32.6592,32.6592,33.6096,33.6096,32.2704,32.2704,30.3696,30.3696,28.6848,28.6848,27.5616,27.5616,25.8768,25.8768,24.9264,24.9264,24.1488,24.1488,24.4512,24.4512,23.5872,23.5872,23.5224,23.5224,22.5072,22.5072,22.7016,22.7016,23.0256,23.0256,23.1984,23.1984,22.1184,22.1184,23.22,23.22
"August 5, 2011",0028931680_01,9575_Partners_LLC,KW,21.8592,21.8592,22.2048,22.2048,21.816,21.816,22.4208,22.4208,21.9888,21.9888,21.924,21.924,21.7728,21.7728,22.2264,22.2264,21.7944,21.7944,21.924,21.924,21.7512,21.7512,23.112,23.112,23.1984,23.1984,23.6304,23.6304,25.5096,25.5096,28.728,28.728,30.1752,30.1752,33.9768,33.9768,33.6312,33.6312,33.6312,33.6312,33.3072,33.3072,33.696,33.696,32.8536,32.8536,33.7392,33.7392,33.48,33.48,32.1624,32.1624,30.9528,30.9528,31.8816,31.8816,31.9032,31.9032,31.212,31.212,31.104,31.104,30.6504,30.6504,29.4192,29.4192,27.3888,27.3888,25.596,25.596,24.5592,24.5592,23.6952,23.6952,23.2848,23.2848,22.7232,22.7232,22.5504,22.5504,21.6,21.6,21.924,21.924,20.7792,20.7792,21.4272,21.4272,20.952,20.952,21.2544,21.2544,21.06,21.06,21.2328,21.2328
"August 6, 2011",0028931680_01,9575_Partners_LLC,KW,21.1896,21.1896,21.2112,21.2112,20.736,20.736,21.0168,21.0168,20.8224,20.8224,20.9304,20.9304,20.9952,20.9952,21.1248,21.1248,20.9736,20.9736,21.0816,21.0816,20.7144,20.7144,21.6864,21.6864,20.628,20.628,20.952,20.952,20.952,20.952,21.5352,21.5352,20.844,20.844,21.1248,21.1248,20.5848,20.5848,21.5784,21.5784,21.2328,21.2328,20.7576,20.7576,21.5568,21.5568,21.492,21.492,21.4056,21.4056,21.2328,21.2328,21.2328,21.2328,21.3192,21.3192,21.2328,21.2328,21.06,21.06,21.3192,21.3192,21.3408,21.3408,21.6216,21.6216,21.2328,21.2328,21.2112,21.2112,21.7512,21.7512,21.0384,21.0384,21.6216,21.6216,20.9952,20.9952,21.3192,21.3192,21.1896,21.1896,21.1896,21.1896,21.5568,21.5568,21.0816,21.0816,21.1032,21.1032,21.5136,21.5136,21.6,21.6,21.1896,21.1896
"August 7, 2011",0028931680_01,9575_Partners_LLC,KW,21.3192,21.3192,21.168,21.168,21.0168,21.0168,20.8656,20.8656,20.4336,20.4336,20.8224,20.8224,20.2608,20.2608,20.8008,20.8008,20.5848,20.5848,20.8008,20.8008,20.4336,20.4336,20.8872,20.8872,20.952,20.952,20.8656,20.8656,20.736,20.736,20.8224,20.8224,20.7792,20.7792,20.6496,20.6496,20.628,20.628,21.1248,21.1248,20.1744,20.1744,20.8656,20.8656,20.4984,20.4984,21.2112,21.2112,20.5416,20.5416,21.2976,21.2976,20.4768,20.4768,21.3192,21.3192,21.06,21.06,20.7792,20.7792,21.276,21.276,21.4056,21.4056,21.3624,21.3624,21.4272,21.4272,21.5784,21.5784,21.816,21.816,21.924,21.924,22.14,22.14,21.276,21.276,21.9456,21.9456,21.6864,21.6864,21.7944,21.7944,21.6864,21.6864,21.8808,21.8808,21.2544,21.2544,21.5568,21.5568,21.2328,21.2328,21.9888,21.9888
"August 8, 2011",0028931680_01,9575_Partners_LLC,KW,21.708,21.708,21.6432,21.6432,21.2328,21.2328,21.1464,21.1464,20.952,20.952,21.2112,21.2112,21.4272,21.4272,21.0816,21.0816,20.736,20.736,21.2976,21.2976,21.168,21.168,21.9672,21.9672,26.1792,26.1792,26.8272,26.8272,29.0088,29.0088,31.8384,31.8384,34.236,34.236,33.9984,33.9984,34.236,34.236,34.9056,34.9056,34.7544,34.7544,35.0568,35.0568,34.8408,34.8408,35.316,35.316,34.776,34.776,33.5448,33.5448,34.1496,34.1496,33.1776,33.1776,32.94,32.94,33.5448,33.5448,34.0416,34.0416,34.3872,34.3872,32.6808,32.6808,30.3264,30.3264,28.1664,28.1664,27.7344,27.7344,26.3736,26.3736,25.488,25.488,25.812,25.812,24.3432,24.3432,24.4512,24.4512,23.0256,23.0256,22.7664,22.7664,22.4208,22.4208,23.1552,23.1552,22.0752,22.0752,22.1832,22.1832,22.1616,22.1616
"August 9, 2011",0028931680_01,9575_Partners_LLC,KW,22.0968,22.0968,21.9888,21.9888,21.8808,21.8808,21.924,21.924,21.8808,21.8808,22.032,22.032,22.0104,22.0104,21.7512,21.7512,22.3128,22.3128,21.2976,21.2976,21.7296,21.7296,22.8528,22.8528,22.9176,22.9176,24.3648,24.3648,25.056,25.056,27.6696,27.6696,31.644,31.644,32.1624,32.1624,33.7392,33.7392,33.3072,33.3072,35.0352,35.0352,36.5904,36.5904,37.1304,37.1304,35.8344,35.8344,33.9984,33.9984,32.832,32.832,34.6248,34.6248,33.8256,33.8256,34.3224,34.3224,33.5016,33.5016,32.5728,32.5728,33.7392,33.7392,34.0632,34.0632,31.6008,31.6008,29.2248,29.2248,27.4536,27.4536,26.5032,26.5032,25.056,25.056,24.6024,24.6024,23.9328,23.9328,24.1488,24.1488,23.1768,23.1768,22.896,22.896,23.0472,23.0472,23.0688,23.0688,22.788,22.788,22.4856,22.4856,22.3992,22.3992
"August 10, 2011",0028931680_01,9575_Partners_LLC,KW,21.924,21.924,21.924,21.924,21.6216,21.6216,22.0752,22.0752,21.924,21.924,21.7512,21.7512,22.3344,22.3344,22.2696,22.2696,21.6432,21.6432,21.8592,21.8592,22.356,22.356,22.7664,22.7664,25.1208,25.1208,27.5184,27.5184,28.5336,28.5336,31.5576,31.5576,34.668,34.668,33.804,33.804,35.1432,35.1432,36.2016,36.2016,34.56,34.56,34.9488,34.9488,35.424,35.424,36.4392,36.4392,35.5104,35.5104,33.8688,33.8688,33.9552,33.9552,34.128,34.128,34.5168,34.5168,34.1064,34.1064,32.7672,32.7672,33.5664,33.5664,32.4864,32.4864,31.5144,31.5144,29.376,29.376,26.9568,26.9568,26.1576,26.1576,24.3432,24.3432,24.2352,24.2352,23.9328,23.9328,23.7168,23.7168,23.0256,23.0256,22.032,22.032,22.032,22.032,22.3776,22.3776,21.7296,21.7296,21.6648,21.6648,21.6432,21.6432
"August 11, 2011",0028931680_01,9575_Partners_LLC,KW,21.5352,21.5352,21.9888,21.9888,21.4056,21.4056,21.816,21.816,21.4056,21.4056,21.5784,21.5784,22.2912,22.2912,22.356,22.356,21.2112,21.2112,21.6,21.6,21.2328,21.2328,22.3992,22.3992,22.788,22.788,23.5872,23.5872,24.1272,24.1272,28.5552,28.5552,31.7088,31.7088,32.7456,32.7456,33.8688,33.8688,34.02,34.02,33.1776,33.1776,33.8904,33.8904,33.5232,33.5232,34.2792,34.2792,33.8904,33.8904,32.6376,32.6376,32.0328,32.0328,35.5104,35.5104,36.612,36.612,36.3312,36.3312,34.56,34.56,33.1344,33.1344,30.9744,30.9744,30.3048,30.3048,27.7992,27.7992,26.6544,26.6544,26.2224,26.2224,25.056,25.056,25.1208,25.1208,24.8832,24.8832,23.9328,23.9328,23.2848,23.2848,22.5936,22.5936,22.788,22.788,22.9608,22.9608,23.0688,23.0688,22.1616,22.1616,22.4856,22.4856
"August 12, 2011",0028931680_01,9575_Partners_LLC,KW,22.0968,22.0968,22.2696,22.2696,21.5568,21.5568,22.4424,22.4424,21.5136,21.5136,21.6864,21.6864,21.8592,21.8592,22.1184,22.1184,21.5352,21.5352,21.708,21.708,21.5352,21.5352,21.924,21.924,25.4664,25.4664,27.216,27.216,28.5552,28.5552,31.2552,31.2552,34.0848,34.0848,32.5944,32.5944,33.1992,33.1992,32.4648,32.4648,32.184,32.184,32.2704,32.2704,31.7952,31.7952,33.6744,33.6744,31.9032,31.9032,30.3912,30.3912,30.564,30.564,31.2984,31.2984,30.4992,30.4992,30.456,30.456,29.7864,29.7864,29.4408,29.4408,31.752,31.752,30.4776,30.4776,27.8208,27.8208,24.4944,24.4944,23.0256,23.0256,22.5072,22.5072,23.22,23.22,23.004,23.004,22.0968,22.0968,21.7512,21.7512,21.3408,21.3408,21.6216,21.6216,21.5568,21.5568,21.276,21.276,20.6496,20.6496,21.2976,21.2976
"August 13, 2011",0028931680_01,9575_Partners_LLC,KW,20.736,20.736,21.276,21.276,20.736,20.736,20.952,20.952,20.3688,20.3688,21.1248,21.1248,20.5416,20.5416,20.6064,20.6064,20.196,20.196,20.4768,20.4768,20.4552,20.4552,21.0384,21.0384,20.52,20.52,21.1464,21.1464,20.4984,20.4984,21.2328,21.2328,20.52,20.52,20.8224,20.8224,20.3904,20.3904,20.952,20.952,20.2392,20.2392,21.3192,21.3192,20.0016,20.0016,21.2976,21.2976,19.9584,19.9584,20.7792,20.7792,20.2176,20.2176,20.9736,20.9736,20.3904,20.3904,21.2328,21.2328,20.3904,20.3904,20.4984,20.4984,20.6712,20.6712,21.0816,21.0816,20.4768,20.4768,21.3192,21.3192,21.1464,21.1464,20.8656,20.8656,20.412,20.412,20.6712,20.6712,20.3472,20.3472,20.7792,20.7792,19.9584,19.9584,20.4336,20.4336,20.2176,20.2176,21.4272,21.4272,20.4984,20.4984,20.952,20.952
"August 14, 2011",0028931680_01,9575_Partners_LLC,KW,20.0664,20.0664,20.6928,20.6928,19.98,19.98,20.8224,20.8224,19.8504,19.8504,20.844,20.844,20.1096,20.1096,20.2176,20.2176,20.1312,20.1312,20.4336,20.4336,19.8936,19.8936,20.7792,20.7792,20.7576,20.7576,20.628,20.628,20.52,20.52,20.4552,20.4552,20.2824,20.2824,20.5632,20.5632,19.872,19.872,20.7576,20.7576,20.0664,20.0664,20.3256,20.3256,20.2608,20.2608,21.5784,21.5784,20.7144,20.7144,21.168,21.168,20.2824,20.2824,21.3192,21.3192,20.5416,20.5416,20.9304,20.9304,20.1096,20.1096,21.0816,21.0816,20.0664,20.0664,20.6496,20.6496,20.1744,20.1744,20.6928,20.6928,20.628,20.628,21.06,21.06,20.5632,20.5632,21.1248,21.1248,20.7576,20.7576,21.1032,21.1032,20.3688,20.3688,20.952,20.952,20.2608,20.2608,20.9736,20.9736,19.9152,19.9152,21.3408,21.3408
"August 15, 2011",0028931680_01,9575_Partners_LLC,KW,20.196,20.196,20.8224,20.8224,20.4552,20.4552,20.412,20.412,19.9368,19.9368,20.628,20.628,20.088,20.088,20.52,20.52,19.98,19.98,20.3472,20.3472,21.5784,21.5784,22.2048,22.2048,24.2136,24.2136,26.8272,26.8272,27.648,27.648,31.0392,31.0392,33.9552,33.9552,35.2728,35.2728,33.5448,33.5448,34.7544,34.7544,33.9768,33.9768,34.452,34.452,33.804,33.804,34.8624,34.8624,36.0288,36.0288,36.4824,36.4824,35.1864,35.1864,34.2792,34.2792,32.4648,32.4648,32.9616,32.9616,33.4368,33.4368,33.4368,33.4368,32.9184,32.9184,31.2336,31.2336,29.1816,29.1816,28.0152,28.0152,26.3952,26.3952,25.3368,25.3368,25.5312,25.5312,24.1488,24.1488,24.9696,24.9696,23.5224,23.5224,22.896,22.896,21.6648,21.6648,22.6584,22.6584,21.6864,21.6864,21.5784,21.5784,21.924,21.924
"August 16, 2011",0028931680_01,9575_Partners_LLC,KW,21.2328,21.2328,21.5352,21.5352,21.4704,21.4704,21.4272,21.4272,21.3624,21.3624,21.492,21.492,21.4056,21.4056,21.4488,21.4488,21.5136,21.5136,21.276,21.276,21.4488,21.4488,22.1832,22.1832,23.0256,23.0256,24.9912,24.9912,25.6608,25.6608,29.7864,29.7864,34.9704,34.9704,36.3744,36.3744,38.0592,38.0592,37.584,37.584,38.016,38.016,34.5816,34.5816,33.7824,33.7824,34.5816,34.5816,34.992,34.992,33.1992,33.1992,33.696,33.696,33.9768,33.9768,33.48,33.48,32.8968,32.8968,33.5664,33.5664,32.0544,32.0544,31.4064,31.4064,30.5856,30.5856,28.4256,28.4256,26.3952,26.3952,25.4448,25.4448,24.5592,24.5592,23.9328,23.9328,23.4144,23.4144,23.7168,23.7168,23.0688,23.0688,22.3344,22.3344,22.5936,22.5936,23.4576,23.4576,22.788,22.788,22.356,22.356,22.2912,22.2912
"August 17, 2011",0028931680_01,9575_Partners_LLC,KW,21.9888,21.9888,21.9456,21.9456,21.6,21.6,21.3624,21.3624,21.5568,21.5568,21.816,21.816,21.5784,21.5784,21.384,21.384,21.5352,21.5352,21.5568,21.5568,21.9888,21.9888,22.248,22.248,25.4016,25.4016,27.972,27.972,28.3824,28.3824,31.7736,31.7736,32.94,32.94,34.236,34.236,35.0568,35.0568,34.884,34.884,35.3592,35.3592,34.6032,34.6032,34.1496,34.1496,36.7848,36.7848,38.9448,38.9448,36.4176,36.4176,35.1432,35.1432,34.7976,34.7976,37.0008,37.0008,35.856,35.856,36.2664,36.2664,33.7176,33.7176,33.372,33.372,31.2984,31.2984,29.7432,29.7432,27.8424,27.8424,26.892,26.892,24.732,24.732,23.9976,23.9976,24.1704,24.1704,23.7168,23.7168,23.6736,23.6736,23.2416,23.2416,21.8808,21.8808,22.9392,22.9392,21.7944,21.7944,21.7512,21.7512,21.6432,21.6432
