Date,Unit,00:15,00:30,00:45,01:00,01:15,01:30,01:45,02:00,02:15,02:30,02:45,03:00,03:15,03:30,03:45,04:00,04:15,04:30,04:45,05:00,05:15,05:30,05:45,06:00,06:15,06:30,06:45,07:00,07:15,07:30,07:45,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00
01/09/2012,KW,17.712,17.712,18.144,18.144,20.304,20.304,19.44,19.44,17.928,17.928,17.28,17.28,17.712,17.712,20.304,20.304,18.144,18.144,19.656,19.656,19.44,19.44,21.168,21.168,22.68,22.68,21.384,21.384,54.432,54.432,58.752,58.752,58.752,58.752,42.336,42.336,44.496,44.496,44.928,44.928,41.688,41.688,42.768,42.768,41.688,41.688,44.928,44.928,43.416,43.416,42.336,42.336,42.984,42.984,41.904,41.904,42.12,42.12,43.2,43.2,44.064,44.064,45.576,45.576,61.56,61.56,65.016,65.016,66.744,66.744,64.152,64.152,63.072,63.072,62.424,62.424,63.072,63.072,64.8,64.8,63.504,63.504,63.288,63.288,61.344,61.344,63.288,63.288,58.968,58.968,58.536,58.536,56.808,56.808,52.272,52.272
01/10/2012,KW,20.952,20.952,18.576,18.576,20.088,20.088,19.224,19.224,17.712,17.712,17.064,17.064,17.496,17.496,19.872,19.872,18.144,18.144,19.008,19.008,19.224,19.224,22.248,22.248,21.6,21.6,20.736,20.736,52.704,52.704,46.44,46.44,44.064,44.064,44.496,44.496,45.36,45.36,43.848,43.848,41.256,41.256,42.768,42.768,41.256,41.256,44.28,44.28,41.688,41.688,42.552,42.552,43.848,43.848,43.632,43.632,43.416,43.416,44.064,44.064,44.064,44.064,44.064,44.064,60.696,60.696,64.584,64.584,64.152,64.152,64.368,64.368,63.072,63.072,61.776,61.776,61.128,61.128,62.64,62.64,63.072,63.072,63.072,63.072,60.696,60.696,61.128,61.128,58.536,58.536,53.352,53.352,20.952,20.952,17.928,17.928
01/11/2012,KW,17.928,17.928,17.496,17.496,20.952,20.952,19.008,19.008,17.496,17.496,17.928,17.928,17.28,17.28,19.656,19.656,17.928,17.928,19.008,19.008,19.44,19.44,22.248,22.248,22.68,22.68,21.816,21.816,55.512,55.512,48.384,48.384,41.688,41.688,41.688,41.688,45.144,45.144,42.12,42.12,39.744,39.744,41.472,41.472,40.392,40.392,45.36,45.36,44.28,44.28,42.336,42.336,44.712,44.712,44.064,44.064,42.768,42.768,42.336,42.336,46.008,46.008,45.36,45.36,58.752,58.752,65.232,65.232,66.744,66.744,64.368,64.368,62.856,62.856,62.208,62.208,62.424,62.424,64.152,64.152,63.504,63.504,61.776,61.776,60.696,60.696,60.912,60.912,56.16,56.16,57.024,57.024,33.912,33.912,19.224,19.224
01/12/2012,KW,18.576,18.576,18.144,18.144,21.384,21.384,19.656,19.656,18.576,18.576,17.712,17.712,18.144,18.144,20.088,20.088,18.576,18.576,19.44,19.44,18.576,18.576,21.816,21.816,19.224,19.224,19.224,19.224,53.784,53.784,57.24,57.24,58.752,58.752,61.128,61.128,65.448,65.448,63.288,63.288,50.112,50.112,42.12,42.12,42.336,42.336,44.712,44.712,43.848,43.848,48.168,48.168,43.2,43.2,43.632,43.632,43.632,43.632,43.632,43.632,49.896,49.896,61.128,61.128,60.264,60.264,62.208,62.208,64.8,64.8,62.856,62.856,63.72,63.72,62.856,62.856,61.128,61.128,63.72,63.72,64.152,64.152,63.936,63.936,61.56,61.56,60.048,60.048,52.92,52.92,24.84,24.84,17.928,17.928,18.576,18.576
01/13/2012,KW,18.144,18.144,18.36,18.36,21.168,21.168,20.088,20.088,17.928,17.928,18.36,18.36,17.928,17.928,20.52,20.52,19.008,19.008,20.52,20.52,20.088,20.088,22.896,22.896,21.6,21.6,22.032,22.032,57.24,57.24,49.248,49.248,42.336,42.336,43.848,43.848,45.792,45.792,44.28,44.28,42.12,42.12,43.632,43.632,44.064,44.064,46.872,46.872,45.36,45.36,42.768,42.768,42.984,42.984,42.768,42.768,44.064,44.064,43.848,43.848,43.848,43.848,44.064,44.064,54.864,54.864,64.8,64.8,66.528,66.528,64.584,64.584,63.72,63.72,62.856,62.856,63.288,63.288,65.016,65.016,64.584,64.584,63.72,63.72,61.776,61.776,60.048,60.048,57.888,57.888,57.24,57.24,33.264,33.264,19.008,19.008
01/14/2012,KW,19.008,19.008,19.008,19.008,21.816,21.816,20.088,20.088,18.144,18.144,18.36,18.36,18.36,18.36,20.304,20.304,18.792,18.792,20.52,20.52,20.304,20.304,23.112,23.112,23.328,23.328,22.896,22.896,23.328,23.328,23.112,23.112,47.304,47.304,42.768,42.768,46.656,46.656,47.088,47.088,42.768,42.768,44.28,44.28,44.064,44.064,46.008,46.008,44.928,44.928,43.2,43.2,44.712,44.712,42.984,42.984,43.632,43.632,43.848,43.848,44.928,44.928,44.064,44.064,46.872,46.872,63.288,63.288,64.368,64.368,63.288,63.288,61.344,61.344,61.992,61.992,60.696,60.696,63.072,63.072,62.424,62.424,60.696,60.696,58.968,58.968,59.4,59.4,56.808,56.808,57.888,57.888,34.128,34.128,18.792,18.792
01/15/2012,KW,17.712,17.712,17.712,17.712,21.384,21.384,19.656,19.656,17.496,17.496,17.928,17.928,17.928,17.928,19.872,19.872,19.008,19.008,20.52,20.52,20.304,20.304,22.896,22.896,22.68,22.68,22.464,22.464,22.896,22.896,22.032,22.032,36.288,36.288,40.608,40.608,45.792,45.792,44.496,44.496,41.688,41.688,43.416,43.416,41.904,41.904,44.496,44.496,43.632,43.632,42.984,42.984,43.2,43.2,43.2,43.2,43.416,43.416,42.12,42.12,43.2,43.2,41.472,41.472,42.984,42.984,62.424,62.424,63.72,63.72,62.64,62.64,59.4,59.4,59.832,59.832,59.832,59.832,61.344,61.344,61.128,61.128,60.264,60.264,59.184,59.184,58.536,58.536,56.592,56.592,55.728,55.728,24.624,24.624,17.928,17.928
01/16/2012,KW,17.928,17.928,17.496,17.496,20.952,20.952,19.44,19.44,17.28,17.28,18.144,18.144,17.496,17.496,20.088,20.088,18.144,18.144,20.304,20.304,19.872,19.872,21.384,21.384,20.952,20.952,21.168,21.168,58.968,58.968,59.616,59.616,45.792,45.792,41.688,41.688,43.848,43.848,45.792,45.792,42.768,42.768,43.848,43.848,42.552,42.552,45.144,45.144,43.2,43.2,42.552,42.552,43.632,43.632,42.984,42.984,43.2,43.2,43.848,43.848,57.672,57.672,64.584,64.584,61.128,61.128,62.208,62.208,63.936,63.936,63.936,63.936,61.56,61.56,61.56,61.56,62.208,62.208,62.64,62.64,62.424,62.424,61.344,61.344,60.696,60.696,60.696,60.696,56.592,56.592,57.024,57.024,45.576,45.576,18.792,18.792
01/17/2012,KW,18.36,18.36,19.008,19.008,20.952,20.952,19.872,19.872,18.36,18.36,17.928,17.928,17.928,17.928,20.088,20.088,18.144,18.144,19.224,19.224,19.656,19.656,21.6,21.6,21.384,21.384,23.544,23.544,59.4,59.4,57.024,57.024,60.48,60.48,61.776,61.776,63.72,63.72,59.184,59.184,46.224,46.224,42.12,42.12,42.12,42.12,44.712,44.712,43.416,43.416,44.064,44.064,44.712,44.712,45.576,45.576,46.008,46.008,46.872,46.872,47.304,47.304,53.136,53.136,58.32,58.32,65.232,65.232,66.528,66.528,65.448,65.448,64.152,64.152,65.016,65.016,63.72,63.72,65.664,65.664,65.448,65.448,64.584,64.584,62.64,62.64,63.072,63.072,59.4,59.4,54.864,54.864,23.112,23.112,20.304,20.304
01/18/2012,KW,19.656,19.656,20.088,20.088,22.248,22.248,20.952,20.952,20.088,20.088,18.792,18.792,19.224,19.224,22.032,22.032,20.952,20.952,21.168,21.168,21.6,21.6,24.408,24.408,24.408,24.408,23.76,23.76,60.048,60.048,47.304,47.304,43.848,43.848,45.36,45.36,47.736,47.736,45.576,45.576,42.768,42.768,44.928,44.928,44.064,44.064,46.872,46.872,46.224,46.224,44.928,44.928,45.144,45.144,45.576,45.576,45.144,45.144,44.28,44.28,45.144,45.144,45.36,45.36,62.208,62.208,64.8,64.8,65.88,65.88,65.448,65.448,63.72,63.72,63.936,63.936,63.504,63.504,65.232,65.232,65.448,65.448,63.936,63.936,62.208,62.208,61.776,61.776,56.592,56.592,56.808,56.808,26.136,26.136,18.144,18.144
01/19/2012,KW,17.928,17.928,19.008,19.008,20.736,20.736,19.872,19.872,17.712,17.712,17.712,17.712,17.712,17.712,20.088,20.088,18.144,18.144,20.304,20.304,20.304,20.304,22.032,22.032,22.032,22.032,21.384,21.384,57.024,57.024,60.48,60.48,50.544,50.544,44.928,44.928,48.6,48.6,47.304,47.304,44.064,44.064,45.36,45.36,45.792,45.792,47.304,47.304,45.792,45.792,45.792,45.792,44.712,44.712,44.928,44.928,44.928,44.928,45.792,45.792,46.224,46.224,46.224,46.224,45.792,45.792,66.096,66.096,68.472,68.472,65.664,65.664,63.072,63.072,62.424,62.424,62.64,62.64,66.312,66.312,65.664,65.664,65.016,65.016,61.992,61.992,62.64,62.64,58.32,58.32,58.536,58.536,36.288,36.288,19.872,19.872
01/20/2012,KW,19.224,19.224,18.576,18.576,22.032,22.032,20.304,20.304,19.44,19.44,19.224,19.224,19.224,19.224,21.816,21.816,21.168,21.168,20.952,20.952,19.872,19.872,23.976,23.976,23.112,23.112,23.112,23.112,54.864,54.864,62.208,62.208,53.136,53.136,45.792,45.792,48.6,48.6,47.304,47.304,43.416,43.416,45.792,45.792,45.36,45.36,45.576,45.576,46.44,46.44,45.144,45.144,44.928,44.928,45.144,45.144,44.28,44.28,44.928,44.928,43.848,43.848,53.568,53.568,64.152,64.152,64.584,64.584,65.448,65.448,64.8,64.8,62.64,62.64,63.288,63.288,64.152,64.152,65.448,65.448,65.448,65.448,64.152,64.152,61.992,61.992,61.56,61.56,57.24,57.24,57.672,57.672,35.208,35.208,19.872,19.872
01/21/2012,KW,19.008,19.008,20.088,20.088,22.032,22.032,20.952,20.952,18.792,18.792,18.792,18.792,19.44,19.44,20.952,20.952,21.6,21.6,22.248,22.248,21.816,21.816,24.192,24.192,23.76,23.76,23.544,23.544,26.136,26.136,25.272,25.272,43.2,43.2,43.416,43.416,47.088,47.088,47.736,47.736,43.848,43.848,45.144,45.144,45.576,45.576,47.304,47.304,46.44,46.44,46.872,46.872,45.792,45.792,46.44,46.44,46.008,46.008,45.144,45.144,46.008,46.008,44.28,44.28,57.456,57.456,61.344,61.344,61.776,61.776,60.696,60.696,59.184,59.184,58.536,58.536,59.184,59.184,61.56,61.56,60.264,60.264,62.856,62.856,58.968,58.968,58.104,58.104,56.16,56.16,55.08,55.08,22.896,22.896,17.928,17.928
01/22/2012,KW,17.712,17.712,18.36,18.36,20.736,20.736,19.656,19.656,17.928,17.928,17.928,17.928,18.792,18.792,20.52,20.52,18.36,18.36,20.52,20.52,19.872,19.872,23.76,23.76,23.328,23.328,22.248,22.248,23.976,23.976,23.112,23.112,56.592,56.592,41.04,41.04,45.576,45.576,45.36,45.36,41.256,41.256,42.768,42.768,41.472,41.472,44.496,44.496,43.416,43.416,43.848,43.848,43.2,43.2,42.552,42.552,41.688,41.688,41.904,41.904,58.536,58.536,46.872,46.872,59.4,59.4,62.424,62.424,62.208,62.208,60.696,60.696,58.752,58.752,59.184,59.184,58.968,58.968,60.696,60.696,60.048,60.048,58.536,58.536,57.888,57.888,57.888,57.888,56.16,56.16,47.088,47.088,17.28,17.28,17.928,17.928
01/23/2012,KW,17.28,17.28,17.928,17.928,20.52,20.52,19.224,19.224,17.928,17.928,17.496,17.496,17.28,17.28,19.656,19.656,17.496,17.496,18.576,18.576,19.44,19.44,21.168,21.168,21.384,21.384,19.656,19.656,54.432,54.432,58.968,58.968,61.344,61.344,53.352,53.352,58.104,58.104,51.192,51.192,48.816,48.816,46.872,46.872,52.92,52.92,58.752,58.752,43.632,43.632,46.008,46.008,62.424,62.424,53.136,53.136,56.592,56.592,61.992,61.992,61.56,61.56,62.208,62.208,60.696,60.696,62.208,62.208,64.8,64.8,65.016,65.016,61.992,61.992,61.992,61.992,62.856,62.856,63.936,63.936,64.152,64.152,63.072,63.072,61.344,61.344,61.992,61.992,56.808,56.808,57.888,57.888,56.16,56.16,56.376,56.376
01/24/2012,KW,43.2,43.2,18.144,18.144,20.952,20.952,19.224,19.224,17.712,17.712,17.712,17.712,17.28,17.28,19.872,19.872,18.144,18.144,19.44,19.44,19.656,19.656,21.6,21.6,20.952,20.952,20.952,20.952,55.944,55.944,44.064,44.064,42.336,42.336,42.336,42.336,46.44,46.44,45.576,45.576,42.336,42.336,43.632,43.632,42.336,42.336,44.928,44.928,43.2,43.2,42.768,42.768,42.552,42.552,42.984,42.984,42.552,42.552,42.768,42.768,42.984,42.984,42.768,42.768,53.568,53.568,63.072,63.072,64.152,64.152,62.856,62.856,60.912,60.912,60.48,60.48,61.128,61.128,63.504,63.504,61.992,61.992,60.912,60.912,60.264,60.264,59.184,59.184,56.808,56.808,58.32,58.32,28.296,28.296,18.144,18.144
01/25/2012,KW,17.496,17.496,18.36,18.36,20.304,20.304,19.44,19.44,17.496,17.496,17.28,17.28,17.928,17.928,19.872,19.872,18.144,18.144,19.44,19.44,19.44,19.44,21.816,21.816,22.464,22.464,21.6,21.6,57.672,57.672,58.104,58.104,41.256,41.256,42.12,42.12,46.008,46.008,45.144,45.144,41.904,41.904,43.416,43.416,41.688,41.688,43.416,43.416,42.12,42.12,41.904,41.904,42.984,42.984,42.768,42.768,41.904,41.904,42.552,42.552,49.896,49.896,61.992,61.992,60.696,60.696,63.072,63.072,65.232,65.232,64.584,64.584,62.64,62.64,63.288,63.288,61.992,61.992,65.016,65.016,62.856,62.856,61.992,61.992,60.696,60.696,58.752,58.752,55.944,55.944,57.024,57.024,48.384,48.384,18.576,18.576
01/26/2012,KW,17.712,17.712,18.576,18.576,21.168,21.168,19.44,19.44,18.36,18.36,17.496,17.496,17.712,17.712,20.736,20.736,18.36,18.36,19.224,19.224,19.872,19.872,21.6,21.6,22.032,22.032,21.384,21.384,59.616,59.616,58.536,58.536,60.264,60.264,60.264,60.264,58.536,58.536,42.984,42.984,41.04,41.04,42.552,42.552,41.688,41.688,43.848,43.848,41.688,41.688,40.608,40.608,41.904,41.904,42.12,42.12,41.688,41.688,42.984,42.984,43.416,43.416,50.76,50.76,62.424,62.424,63.288,63.288,65.448,65.448,64.368,64.368,61.344,61.344,60.264,60.264,60.912,60.912,62.64,62.64,62.64,62.64,60.696,60.696,60.48,60.48,61.992,61.992,57.456,57.456,57.024,57.024,30.888,30.888,17.496,17.496
01/27/2012,KW,17.928,17.928,17.928,17.928,21.384,21.384,19.44,19.44,17.496,17.496,17.928,17.928,17.712,17.712,19.872,19.872,18.144,18.144,19.44,19.44,19.656,19.656,20.736,20.736,20.088,20.088,20.736,20.736,55.944,55.944,39.528,39.528,42.984,42.984,42.768,42.768,45.792,45.792,45.576,45.576,42.336,42.336,44.064,44.064,56.16,56.16,64.8,64.8,47.088,47.088,42.12,42.12,43.848,43.848,41.688,41.688,41.256,41.256,42.336,42.336,43.632,43.632,45.144,45.144,54.864,54.864,63.936,63.936,65.448,65.448,65.232,65.232,63.936,63.936,61.992,61.992,62.64,62.64,65.016,65.016,64.584,64.584,63.936,63.936,61.776,61.776,61.992,61.992,57.456,57.456,58.752,58.752,33.048,33.048,18.144,18.144
01/28/2012,KW,18.144,18.144,18.36,18.36,21.6,21.6,19.872,19.872,17.928,17.928,18.792,18.792,17.928,17.928,20.304,20.304,18.576,18.576,19.872,19.872,20.736,20.736,23.544,23.544,23.328,23.328,21.816,21.816,22.248,22.248,20.52,20.52,38.664,38.664,39.744,39.744,42.768,42.768,42.552,42.552,40.176,40.176,41.688,41.688,42.552,42.552,43.848,43.848,41.688,41.688,41.472,41.472,42.552,42.552,40.824,40.824,42.336,42.336,41.04,41.04,42.12,42.12,41.472,41.472,40.392,40.392,60.696,60.696,63.072,63.072,61.344,61.344,59.616,59.616,59.616,59.616,60.264,60.264,61.56,61.56,59.4,59.4,59.4,59.4,59.616,59.616,60.264,60.264,57.672,57.672,57.672,57.672,57.24,57.24,52.056,52.056
01/29/2012,KW,20.52,20.52,18.36,18.36,20.952,20.952,19.008,19.008,17.496,17.496,17.928,17.928,17.496,17.496,19.872,19.872,18.144,18.144,19.872,19.872,19.44,19.44,21.168,21.168,21.384,21.384,20.952,20.952,22.464,22.464,28.296,28.296,48.6,48.6,39.312,39.312,42.984,42.984,41.688,41.688,39.744,39.744,41.256,41.256,41.472,41.472,42.984,42.984,43.2,43.2,42.552,42.552,43.2,43.2,41.688,41.688,41.688,41.688,41.688,41.688,41.904,41.904,41.472,41.472,40.608,40.608,57.672,57.672,64.584,64.584,63.288,63.288,62.64,62.64,61.992,61.992,61.992,61.992,63.072,63.072,62.424,62.424,62.424,62.424,59.832,59.832,60.048,60.048,58.968,58.968,60.048,60.048,44.928,44.928,18.576,18.576
01/30/2012,KW,18.144,18.144,19.008,19.008,21.384,21.384,19.656,19.656,18.576,18.576,17.928,17.928,18.792,18.792,20.52,20.52,18.792,18.792,19.872,19.872,20.736,20.736,23.76,23.76,23.112,23.112,21.6,21.6,60.048,60.048,59.4,59.4,50.544,50.544,42.336,42.336,44.28,44.28,44.28,44.28,41.688,41.688,42.552,42.552,41.04,41.04,43.2,43.2,42.552,42.552,41.472,41.472,41.472,41.472,40.608,40.608,41.256,41.256,42.12,42.12,42.984,42.984,42.12,42.12,46.872,46.872,63.072,63.072,64.8,64.8,66.744,66.744,63.936,63.936,63.072,63.072,65.232,65.232,65.232,65.232,64.152,64.152,64.8,64.8,60.264,60.264,61.776,61.776,59.616,59.616,58.536,58.536,58.536,58.536,30.024,30.024
01/31/2012,KW,17.712,17.712,18.36,18.36,20.304,20.304,19.44,19.44,18.36,18.36,17.496,17.496,17.28,17.28,19.872,19.872,17.712,17.712,19.008,19.008,19.656,19.656,22.68,22.68,20.952,20.952,20.088,20.088,49.896,49.896,37.8,37.8,41.904,41.904,41.472,41.472,43.2,43.2,42.336,42.336,39.528,39.528,41.472,41.472,40.608,40.608,42.552,42.552,42.12,42.12,41.472,41.472,42.984,42.984,41.472,41.472,57.24,57.24,61.992,61.992,49.896,49.896,59.184,59.184,63.504,63.504,65.232,65.232,67.608,67.608,66.744,66.744,63.936,63.936,64.8,64.8,64.584,64.584,64.152,64.152,65.88,65.88,64.584,64.584,62.856,62.856,62.64,62.64,59.184,59.184,58.104,58.104,26.352,26.352,17.064,17.064
02/01/2012,KW,18.144,18.144,17.712,17.712,20.088,20.088,19.008,19.008,17.928,17.928,17.064,17.064,17.064,17.064,19.44,19.44,17.928,17.928,18.36,18.36,18.576,18.576,20.088,20.088,19.224,19.224,22.68,22.68,54.648,54.648,59.4,59.4,62.64,62.64,42.984,42.984,44.496,44.496,43.2,43.2,39.312,39.312,40.608,40.608,40.608,40.608,42.984,42.984,44.712,44.712,43.632,43.632,43.848,43.848,43.848,43.848,42.984,42.984,43.2,43.2,44.064,44.064,43.848,43.848,50.328,50.328,66.312,66.312,67.176,67.176,65.88,65.88,64.584,64.584,64.152,64.152,65.232,65.232,63.936,63.936,63.288,63.288,63.072,63.072,61.128,61.128,60.696,60.696,55.944,55.944,58.536,58.536,32.616,32.616,17.28,17.28
02/02/2012,KW,17.28,17.28,17.928,17.928,20.304,20.304,19.008,19.008,17.496,17.496,17.064,17.064,17.712,17.712,19.224,19.224,18.144,18.144,17.928,17.928,20.088,20.088,21.6,21.6,20.736,20.736,20.304,20.304,57.672,57.672,57.24,57.24,60.696,60.696,52.704,52.704,43.632,43.632,42.768,42.768,39.312,39.312,41.256,41.256,41.04,41.04,42.552,42.552,42.12,42.12,39.96,39.96,41.04,41.04,42.768,42.768,42.552,42.552,42.12,42.12,41.256,41.256,44.712,44.712,59.616,59.616,61.992,61.992,64.368,64.368,63.288,63.288,63.288,63.288,61.992,61.992,61.56,61.56,63.072,63.072,63.072,63.072,63.072,63.072,60.48,60.48,62.208,62.208,57.024,57.024,31.536,31.536,17.496,17.496,16.848,16.848
02/03/2012,KW,17.712,17.712,17.712,17.712,20.088,20.088,19.224,19.224,17.496,17.496,17.064,17.064,17.28,17.28,19.872,19.872,18.36,18.36,18.144,18.144,19.656,19.656,20.952,20.952,20.952,20.952,20.952,20.952,54.216,54.216,56.808,56.808,61.128,61.128,49.896,49.896,42.984,42.984,42.768,42.768,39.528,39.528,41.04,41.04,41.472,41.472,43.416,43.416,42.768,42.768,41.04,41.04,41.04,41.04,41.904,41.904,41.904,41.904,54.216,54.216,53.568,53.568,60.912,60.912,59.184,59.184,61.344,61.344,63.72,63.72,63.504,63.504,61.344,61.344,61.776,61.776,61.992,61.992,63.936,63.936,63.936,63.936,62.64,62.64,60.696,60.696,60.912,60.912,56.592,56.592,56.16,56.16,28.944,28.944,17.496,17.496
02/04/2012,KW,17.712,17.712,17.712,17.712,20.304,20.304,19.656,19.656,17.064,17.064,17.496,17.496,17.712,17.712,20.088,20.088,18.144,18.144,18.576,18.576,19.872,19.872,21.6,21.6,21.384,21.384,20.088,20.088,21.384,21.384,20.736,20.736,58.968,58.968,44.712,44.712,43.2,43.2,41.688,41.688,39.528,39.528,40.824,40.824,39.528,39.528,43.2,43.2,41.04,41.04,40.824,40.824,40.608,40.608,41.256,41.256,41.472,41.472,41.04,41.04,41.472,41.472,42.336,42.336,47.304,47.304,63.936,63.936,64.584,64.584,62.208,62.208,59.4,59.4,60.264,60.264,60.264,60.264,62.856,62.856,61.992,61.992,60.696,60.696,58.32,58.32,59.184,59.184,56.592,56.592,57.24,57.24,33.048,33.048,17.28,17.28
02/05/2012,KW,17.712,17.712,17.712,17.712,20.52,20.52,19.44,19.44,17.712,17.712,17.496,17.496,18.144,18.144,19.656,19.656,18.144,18.144,18.792,18.792,20.088,20.088,20.736,20.736,21.816,21.816,21.6,21.6,22.032,22.032,19.872,19.872,46.44,46.44,39.528,39.528,43.848,43.848,42.984,42.984,40.176,40.176,41.256,41.256,41.04,41.04,42.768,42.768,41.904,41.904,41.472,41.472,40.176,40.176,41.04,41.04,41.472,41.472,39.96,39.96,42.12,42.12,41.904,41.904,39.744,39.744,55.296,55.296,64.368,64.368,63.072,63.072,60.696,60.696,60.696,60.696,60.696,60.696,61.776,61.776,61.56,61.56,60.696,60.696,57.672,57.672,57.456,57.456,58.104,58.104,58.104,58.104,31.968,31.968,18.144,18.144
02/06/2012,KW,18.144,18.144,18.36,18.36,21.168,21.168,20.088,20.088,18.36,18.36,18.576,18.576,18.144,18.144,20.952,20.952,19.224,19.224,19.008,19.008,20.736,20.736,21.384,21.384,22.248,22.248,22.248,22.248,54.432,54.432,57.24,57.24,59.832,59.832,57.24,57.24,43.848,43.848,42.984,42.984,41.04,41.04,42.552,42.552,41.472,41.472,42.984,42.984,42.984,42.984,42.336,42.336,41.904,41.904,41.04,41.04,42.12,42.12,44.28,44.28,43.416,43.416,43.2,43.2,59.616,59.616,63.288,63.288,64.8,64.8,63.288,63.288,61.56,61.56,62.208,62.208,62.208,62.208,64.584,64.584,64.368,64.368,63.72,63.72,60.264,60.264,61.992,61.992,58.536,58.536,59.616,59.616,31.536,31.536,17.064,17.064
02/07/2012,KW,17.928,17.928,17.928,17.928,20.304,20.304,19.008,19.008,17.712,17.712,17.28,17.28,17.496,17.496,19.872,19.872,20.52,20.52,20.952,20.952,21.6,21.6,22.464,22.464,23.328,23.328,24.192,24.192,58.536,58.536,60.048,60.048,61.344,61.344,62.856,62.856,66.312,66.312,59.616,59.616,42.336,42.336,42.552,42.552,43.632,43.632,46.224,46.224,46.008,46.008,44.712,44.712,44.712,44.712,43.416,43.416,43.416,43.416,43.2,43.2,49.464,49.464,58.752,58.752,64.8,64.8,65.232,65.232,66.96,66.96,65.232,65.232,63.504,63.504,63.72,63.72,63.936,63.936,65.88,65.88,66.528,66.528,63.72,63.72,61.128,61.128,60.048,60.048,57.024,57.024,44.712,44.712,18.144,18.144,18.792,18.792
02/08/2012,KW,17.928,17.928,18.576,18.576,21.816,21.816,19.872,19.872,18.792,18.792,18.36,18.36,17.928,17.928,21.168,21.168,19.872,19.872,19.656,19.656,17.928,17.928,20.304,20.304,27.648,27.648,24.624,24.624,59.184,59.184,48.816,48.816,42.984,42.984,41.256,41.256,43.848,43.848,43.632,43.632,41.04,41.04,42.336,42.336,42.336,42.336,44.496,44.496,45.144,45.144,50.112,50.112,46.008,46.008,48.168,48.168,46.656,46.656,46.224,46.224,46.872,46.872,47.52,47.52,44.928,44.928,52.488,52.488,68.04,68.04,66.528,66.528,65.232,65.232,64.584,64.584,62.64,62.64,63.72,63.72,64.152,64.152,62.424,62.424,61.776,61.776,61.56,61.56,60.696,60.696,42.768,42.768,18.576,18.576,18.792,18.792
02/09/2012,KW,18.792,18.792,18.576,18.576,22.248,22.248,20.304,20.304,18.792,18.792,19.008,19.008,18.36,18.36,21.168,21.168,19.44,19.44,20.52,20.52,20.52,20.52,22.68,22.68,22.248,22.248,22.68,22.68,49.896,49.896,38.448,38.448,40.608,40.608,40.176,40.176,43.848,43.848,43.2,43.2,41.472,41.472,43.848,43.848,42.552,42.552,45.144,45.144,44.496,44.496,42.336,42.336,46.44,46.44,46.44,46.44,46.872,46.872,47.088,47.088,44.928,44.928,46.224,46.224,44.496,44.496,54.648,54.648,66.744,66.744,65.016,65.016,62.208,62.208,62.856,62.856,62.208,62.208,64.368,64.368,63.288,63.288,63.072,63.072,60.48,60.48,66.96,66.96,60.696,60.696,59.4,59.4,27.216,27.216,17.928,17.928
02/10/2012,KW,17.928,17.928,17.928,17.928,21.384,21.384,19.656,19.656,17.712,17.712,18.144,18.144,17.928,17.928,20.088,20.088,18.576,18.576,19.872,19.872,20.088,20.088,22.032,22.032,22.032,22.032,20.736,20.736,56.376,56.376,58.968,58.968,61.992,61.992,61.776,61.776,51.408,51.408,60.264,60.264,41.904,41.904,48.384,48.384,45.36,45.36,46.872,46.872,47.952,47.952,62.64,62.64,52.488,52.488,41.472,41.472,40.176,40.176,42.336,42.336,43.416,43.416,45.792,45.792,53.568,53.568,59.832,59.832,64.584,64.584,65.664,65.664,63.072,63.072,62.856,62.856,62.424,62.424,65.88,65.88,64.584,64.584,63.504,63.504,60.048,60.048,60.048,60.048,55.08,55.08,55.728,55.728,43.848,43.848,18.144,18.144
02/11/2012,KW,18.36,18.36,18.792,18.792,21.384,21.384,20.088,20.088,19.224,19.224,20.088,20.088,19.872,19.872,23.976,23.976,23.328,23.328,20.304,20.304,20.736,20.736,23.112,23.112,23.328,23.328,23.112,23.112,25.488,25.488,25.056,25.056,41.472,41.472,42.552,42.552,46.224,46.224,44.928,44.928,42.12,42.12,44.28,44.28,43.632,43.632,45.576,45.576,44.928,44.928,42.768,42.768,44.064,44.064,43.848,43.848,44.496,44.496,43.848,43.848,44.928,44.928,44.928,44.928,42.336,42.336,47.736,47.736,64.368,64.368,63.936,63.936,62.64,62.64,62.424,62.424,62.208,62.208,63.936,63.936,63.288,63.288,62.208,62.208,59.616,59.616,59.4,59.4,58.104,58.104,57.672,57.672,55.296,55.296,24.84,24.84
