Date,Unit,00:15,00:30,00:45,01:00,01:15,01:30,01:45,02:00,02:15,02:30,02:45,03:00,03:15,03:30,03:45,04:00,04:15,04:30,04:45,05:00,05:15,05:30,05:45,06:00,06:15,06:30,06:45,07:00,07:15,07:30,07:45,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00
10/30/2011,KW,19.008,19.008,17.712,17.712,18.36,18.36,17.712,17.712,20.304,20.304,19.008,19.008,18.576,18.576,17.28,17.28,17.496,17.496,19.224,19.224,17.28,17.28,18.792,18.792,20.304,20.304,21.6,21.6,22.032,22.032,25.056,25.056,60.696,60.696,61.344,61.344,51.192,51.192,42.768,42.768,45.792,45.792,43.416,43.416,41.256,41.256,45.144,45.144,45.144,45.144,47.736,47.736,45.144,45.144,43.632,43.632,43.416,43.416,54.648,54.648,63.72,63.72,63.072,63.072,62.64,62.64,63.72,63.72,58.752,58.752,61.776,61.776,62.424,62.424,61.776,61.776,60.696,60.696,59.832,59.832,60.912,60.912,62.424,62.424,61.776,61.776,60.696,60.696,61.56,61.56,59.832,59.832,42.552,42.552,19.008,19.008
10/31/2011,KW,17.712,17.712,16.848,16.848,16.848,16.848,16.848,16.848,19.008,19.008,17.928,17.928,17.064,17.064,16.848,16.848,16.2,16.2,17.712,17.712,15.768,15.768,16.632,16.632,17.28,17.28,25.704,25.704,60.696,60.696,48.168,48.168,39.96,39.96,39.96,39.96,40.824,40.824,39.744,39.744,42.552,42.552,41.904,41.904,39.312,39.312,39.744,39.744,41.472,41.472,44.712,44.712,43.2,43.2,43.848,43.848,44.064,44.064,43.632,43.632,44.28,44.28,45.576,45.576,63.288,63.288,65.448,65.448,64.152,64.152,64.8,64.8,66.312,66.312,65.016,65.016,63.288,63.288,64.368,64.368,63.288,63.288,65.448,65.448,64.368,64.368,65.88,65.88,62.856,62.856,60.48,60.48,42.336,42.336,19.224,19.224
11/01/2011,KW,18.36,18.36,17.712,17.712,17.928,17.928,18.36,18.36,20.52,20.52,19.44,19.44,18.576,18.576,17.496,17.496,17.712,17.712,19.008,19.008,17.496,17.496,18.36,18.36,19.872,19.872,23.544,23.544,60.048,60.048,49.032,49.032,41.472,41.472,40.392,40.392,40.392,40.392,40.824,40.824,42.768,42.768,42.768,42.768,40.176,40.176,42.12,42.12,42.336,42.336,44.712,44.712,46.224,46.224,47.304,47.304,45.144,45.144,44.928,44.928,48.384,48.384,46.008,46.008,46.008,46.008,47.088,47.088,56.376,56.376,67.392,67.392,69.984,69.984,67.608,67.608,65.448,65.448,65.664,65.664,65.016,65.016,67.608,67.608,69.12,69.12,67.608,67.608,61.344,61.344,54,54,21.168,21.168,20.52,20.52
11/02/2011,KW,19.656,19.656,19.224,19.224,18.576,18.576,18.576,18.576,20.088,20.088,19.008,19.008,18.576,18.576,17.712,17.712,17.712,17.712,19.008,19.008,17.28,17.28,17.28,17.28,17.28,17.28,19.224,19.224,56.16,56.16,49.464,49.464,40.176,40.176,40.608,40.608,42.768,42.768,43.416,43.416,44.712,44.712,43.416,43.416,42.336,42.336,42.552,42.552,42.336,42.336,43.848,43.848,44.712,44.712,43.848,43.848,44.28,44.28,47.304,47.304,48.6,48.6,48.168,48.168,48.816,48.816,53.136,53.136,68.472,68.472,68.904,68.904,70.2,70.2,70.2,70.2,67.176,67.176,68.256,68.256,66.528,66.528,67.824,67.824,66.528,66.528,65.016,65.016,61.776,61.776,61.56,61.56,28.512,28.512,19.224,19.224
11/03/2011,KW,18.36,18.36,18.144,18.144,18.36,18.36,18.36,18.36,21.384,21.384,19.224,19.224,17.928,17.928,18.792,18.792,17.928,17.928,18.792,18.792,17.496,17.496,18.144,18.144,18.36,18.36,22.464,22.464,60.696,60.696,59.184,59.184,61.344,61.344,61.992,61.992,62.64,62.64,61.344,61.344,63.504,63.504,61.776,61.776,44.928,44.928,42.336,42.336,60.912,60.912,62.856,62.856,63.072,63.072,60.912,60.912,63.288,63.288,62.208,62.208,61.992,61.992,60.912,60.912,61.56,61.56,62.424,62.424,61.128,61.128,62.208,62.208,64.152,64.152,69.336,69.336,64.368,64.368,66.096,66.096,64.152,64.152,62.208,62.208,61.992,61.992,62.64,62.64,58.32,58.32,47.736,47.736,20.736,20.736,19.44,19.44
11/04/2011,KW,18.576,18.576,17.928,17.928,17.928,17.928,18.36,18.36,20.736,20.736,19.224,19.224,18.144,18.144,18.36,18.36,17.712,17.712,19.008,19.008,17.28,17.28,18.144,18.144,19.872,19.872,23.112,23.112,61.128,61.128,52.704,52.704,41.688,41.688,39.744,39.744,39.96,39.96,39.528,39.528,42.336,42.336,41.256,41.256,38.88,38.88,39.528,39.528,39.528,39.528,41.904,41.904,39.96,39.96,44.712,44.712,43.848,43.848,44.28,44.28,44.928,44.928,44.928,44.928,43.416,43.416,48.6,48.6,55.296,55.296,64.368,64.368,65.448,65.448,65.232,65.232,63.288,63.288,64.368,64.368,64.152,64.152,66.96,66.96,63.936,63.936,64.584,64.584,60.48,60.48,59.616,59.616,33.912,33.912,18.576,18.576
11/05/2011,KW,18.144,18.144,17.496,17.496,18.36,18.36,17.928,17.928,20.52,20.52,19.872,19.872,17.928,17.928,17.712,17.712,17.928,17.928,19.656,19.656,17.28,17.28,18.144,18.144,20.304,20.304,22.896,22.896,23.76,23.76,23.976,23.976,39.096,39.096,40.176,40.176,39.528,39.528,39.312,39.312,43.416,43.416,41.688,41.688,39.744,39.744,40.824,40.824,42.984,42.984,44.496,44.496,43.2,43.2,43.2,43.2,41.904,41.904,43.632,43.632,43.632,43.632,44.28,44.28,44.496,44.496,44.496,44.496,54.864,54.864,64.152,64.152,65.232,65.232,65.016,65.016,62.208,62.208,62.424,62.424,62.208,62.208,64.584,64.584,62.424,62.424,62.856,62.856,61.992,61.992,62.208,62.208,36.072,36.072,20.304,20.304
11/06/2011,KW,18.792,18.792,17.928,,,,,18.144,20.52,20.52,19.872,19.872,18.144,18.144,18.144,18.144,18.144,18.144,19.656,19.656,17.712,17.712,18.36,18.36,19.008,19.008,22.464,22.464,23.976,23.976,21.168,21.168,21.168,21.168,21.384,21.384,37.584,37.584,39.096,39.096,42.984,42.984,41.472,41.472,42.552,42.552,43.632,43.632,44.496,44.496,46.008,46.008,46.008,46.008,45.144,45.144,43.848,43.848,44.928,44.928,44.496,44.496,45.576,45.576,63.936,63.936,64.8,64.8,63.288,63.288,65.448,65.448,65.664,65.664,64.152,64.152,61.992,61.992,61.776,61.776,61.992,61.992,63.936,63.936,62.64,62.64,63.504,63.504,61.56,61.56,61.56,61.56,61.344,61.344,56.592,56.592
11/07/2011,KW,21.168,21.168,19.872,19.872,22.032,22.032,20.736,20.736,19.656,19.656,18.792,18.792,19.224,19.224,20.52,20.52,18.576,18.576,19.008,19.008,19.008,19.008,19.008,19.008,21.816,21.816,20.952,20.952,55.728,55.728,54.432,54.432,43.416,43.416,39.744,39.744,48.816,48.816,46.008,46.008,41.688,41.688,44.496,44.496,42.768,42.768,44.928,44.928,42.768,42.768,44.064,44.064,46.008,46.008,46.44,46.44,46.656,46.656,44.928,44.928,46.44,46.44,63.936,63.936,64.368,64.368,66.312,66.312,67.176,67.176,66.096,66.096,65.016,65.016,64.8,64.8,64.8,64.8,66.96,66.96,65.448,65.448,65.88,65.88,64.152,64.152,63.504,63.504,61.128,61.128,61.776,61.776,61.56,61.56,50.112,50.112
11/08/2011,KW,20.736,20.736,19.224,19.224,20.52,20.52,19.44,19.44,17.928,17.928,18.792,18.792,18.144,18.144,19.44,19.44,17.496,17.496,18.144,18.144,18.576,18.576,20.952,20.952,22.896,22.896,19.872,19.872,52.488,52.488,59.184,59.184,61.344,61.344,63.288,63.288,63.72,63.72,56.16,56.16,59.184,59.184,63.072,63.072,57.672,57.672,64.152,64.152,58.32,58.32,61.128,61.128,58.968,58.968,61.56,61.56,54.432,54.432,62.64,62.64,67.176,67.176,66.096,66.096,63.288,63.288,66.312,66.312,67.176,67.176,64.8,64.8,64.368,64.368,63.72,63.72,64.584,64.584,66.096,66.096,63.936,63.936,64.584,64.584,64.152,64.152,63.504,63.504,61.128,61.128,60.48,60.48,29.592,29.592,17.928,17.928
11/09/2011,KW,18.144,18.144,18.576,18.576,20.304,20.304,19.224,19.224,18.144,18.144,18.144,18.144,17.928,17.928,18.792,18.792,17.712,17.712,17.928,17.928,18.36,18.36,21.384,21.384,18.144,18.144,23.544,23.544,60.264,60.264,58.752,58.752,62.424,62.424,63.288,63.288,55.728,55.728,42.768,42.768,48.384,48.384,58.32,58.32,56.808,56.808,58.968,58.968,45.792,45.792,45.144,45.144,44.496,44.496,43.416,43.416,43.632,43.632,59.616,59.616,58.104,58.104,63.504,63.504,62.424,62.424,63.72,63.72,66.096,66.096,65.88,65.88,63.288,63.288,62.856,62.856,63.72,63.72,63.72,63.72,64.8,64.8,61.776,61.776,61.128,61.128,62.856,62.856,58.968,58.968,52.92,52.92,20.952,20.952,18.36,18.36
11/10/2011,KW,18.792,18.792,18.576,18.576,20.736,20.736,20.088,20.088,18.36,18.36,18.144,18.144,18.576,18.576,19.872,19.872,17.928,17.928,19.008,19.008,20.088,20.088,23.112,23.112,23.112,23.112,22.68,22.68,57.24,57.24,47.736,47.736,42.12,42.12,40.392,40.392,43.2,43.2,42.12,42.12,40.392,40.392,41.688,41.688,41.04,41.04,43.416,43.416,41.904,41.904,42.12,42.12,42.984,42.984,42.12,42.12,48.6,48.6,47.088,47.088,57.24,57.24,62.424,62.424,60.912,60.912,62.424,62.424,63.72,63.72,64.152,64.152,61.56,61.56,61.56,61.56,61.56,61.56,62.64,62.64,62.424,62.424,62.856,62.856,61.344,61.344,60.48,60.48,57.24,57.24,52.272,52.272,20.952,20.952,17.496,17.496
11/11/2011,KW,18.144,18.144,17.928,17.928,20.52,20.52,19.656,19.656,18.36,18.36,17.496,17.496,17.496,17.496,19.44,19.44,17.496,17.496,19.008,19.008,20.088,20.088,22.68,22.68,21.816,21.816,23.328,23.328,48.6,48.6,39.528,39.528,43.632,43.632,42.12,42.12,44.928,44.928,42.984,42.984,39.96,39.96,41.688,41.688,41.904,41.904,43.2,43.2,41.904,41.904,43.632,43.632,43.2,43.2,43.2,43.2,43.848,43.848,43.2,43.2,43.848,43.848,44.28,44.28,62.424,62.424,64.152,64.152,64.368,64.368,63.504,63.504,61.992,61.992,62.424,62.424,62.424,62.424,64.584,64.584,61.992,61.992,63.072,63.072,62.424,62.424,62.856,62.856,56.808,56.808,57.24,57.24,30.024,30.024,17.712,17.712
11/12/2011,KW,17.496,17.496,17.928,17.928,20.52,20.52,19.656,19.656,18.144,18.144,17.496,17.496,17.496,17.496,19.44,19.44,17.496,17.496,18.36,18.36,20.304,20.304,22.896,22.896,21.816,21.816,21.6,21.6,22.248,22.248,21.816,21.816,39.744,39.744,39.096,39.096,42.768,42.768,42.552,42.552,41.472,41.472,43.2,43.2,41.472,41.472,44.928,44.928,41.904,41.904,42.552,42.552,45.36,45.36,43.2,43.2,44.28,44.28,44.28,44.28,45.576,45.576,63.504,63.504,63.072,63.072,65.016,65.016,64.152,64.152,63.72,63.72,61.776,61.776,61.992,61.992,62.856,62.856,63.72,63.72,61.992,61.992,62.64,62.64,59.832,59.832,60.264,60.264,60.48,60.48,60.264,60.264,46.44,46.44,20.52,20.52
11/13/2011,KW,19.656,19.656,19.224,19.224,20.952,20.952,19.44,19.44,17.928,17.928,17.928,17.928,17.928,17.928,19.44,19.44,17.496,17.496,18.144,18.144,18.576,18.576,22.032,22.032,20.736,20.736,19.224,19.224,21.816,21.816,23.976,23.976,38.88,38.88,39.312,39.312,42.984,42.984,43.2,43.2,40.392,40.392,45.36,45.36,46.008,46.008,46.224,46.224,45.144,45.144,48.168,48.168,47.088,47.088,46.656,46.656,46.656,46.656,47.088,47.088,51.192,51.192,62.208,62.208,62.208,62.208,65.016,65.016,65.88,65.88,63.504,63.504,62.856,62.856,63.072,63.072,62.856,62.856,66.312,66.312,65.232,65.232,62.208,62.208,60.696,60.696,62.208,62.208,60.264,60.264,60.696,60.696,29.808,29.808,18.792,18.792
11/14/2011,KW,19.656,19.656,18.144,18.144,20.088,20.088,19.656,19.656,17.928,17.928,17.928,17.928,17.712,17.712,19.008,19.008,17.496,17.496,17.712,17.712,18.792,18.792,22.248,22.248,22.464,22.464,20.088,20.088,48.384,48.384,57.456,57.456,53.352,53.352,61.128,61.128,63.936,63.936,62.64,62.64,49.032,49.032,42.12,42.12,43.416,43.416,45.576,45.576,59.4,59.4,49.464,49.464,42.768,42.768,42.552,42.552,42.768,42.768,43.416,43.416,43.632,43.632,51.624,51.624,64.152,64.152,64.8,64.8,66.312,66.312,64.152,64.152,64.152,64.152,63.072,63.072,64.152,64.152,65.88,65.88,65.664,65.664,64.368,64.368,62.64,62.64,63.72,63.72,59.616,59.616,59.832,59.832,37.8,37.8,18.36,18.36
11/15/2011,KW,18.144,18.144,18.36,18.36,20.52,20.52,19.656,19.656,18.36,18.36,18.144,18.144,17.28,17.28,19.224,19.224,17.496,17.496,17.928,17.928,18.144,18.144,22.464,22.464,23.112,23.112,23.328,23.328,40.608,40.608,38.016,38.016,42.768,42.768,40.824,40.824,44.064,44.064,44.496,44.496,42.336,42.336,43.848,43.848,41.688,41.688,43.632,43.632,43.416,43.416,44.496,44.496,43.2,43.2,45.576,45.576,44.28,44.28,46.44,46.44,46.872,46.872,47.52,47.52,64.8,64.8,65.448,65.448,67.392,67.392,66.528,66.528,64.152,64.152,65.232,65.232,63.288,63.288,66.528,66.528,63.936,63.936,65.016,65.016,63.72,63.72,64.8,64.8,61.344,61.344,60.048,60.048,31.752,31.752,18.576,18.576
11/16/2011,KW,19.44,19.44,18.36,18.36,20.52,20.52,19.872,19.872,18.144,18.144,18.144,18.144,18.36,18.36,19.656,19.656,17.712,17.712,18.36,18.36,19.008,19.008,22.464,22.464,21.384,21.384,21.6,21.6,44.28,44.28,36.504,36.504,41.688,41.688,41.04,41.04,42.768,42.768,43.416,43.416,40.608,40.608,41.04,41.04,42.12,42.12,42.552,42.552,40.176,40.176,41.04,41.04,40.608,40.608,41.472,41.472,41.904,41.904,44.712,44.712,44.712,44.712,45.144,45.144,61.128,61.128,65.88,65.88,68.04,68.04,65.232,65.232,64.584,64.584,63.936,63.936,63.936,63.936,64.584,64.584,64.8,64.8,64.584,64.584,62.208,62.208,61.128,61.128,58.968,58.968,54.864,54.864,22.464,22.464,18.144,18.144
11/17/2011,KW,17.712,17.712,18.576,18.576,20.736,20.736,19.872,19.872,18.576,18.576,17.712,17.712,18.144,18.144,19.44,19.44,17.712,17.712,19.224,19.224,19.656,19.656,22.248,22.248,22.032,22.032,21.6,21.6,43.416,43.416,40.176,40.176,41.904,41.904,41.904,41.904,44.712,44.712,43.848,43.848,39.96,39.96,43.2,43.2,40.824,40.824,42.768,42.768,42.12,42.12,40.608,40.608,41.688,41.688,41.688,41.688,41.04,41.04,42.768,42.768,42.336,42.336,42.984,42.984,60.912,60.912,61.344,61.344,62.856,62.856,63.288,63.288,62.208,62.208,61.56,61.56,61.992,61.992,63.504,63.504,61.992,61.992,62.424,62.424,61.344,61.344,60.696,60.696,57.024,57.024,56.808,56.808,30.888,30.888,17.928,17.928
11/18/2011,KW,16.632,16.632,17.496,17.496,19.656,19.656,18.576,18.576,17.496,17.496,16.632,16.632,16.416,16.416,18.576,18.576,17.064,17.064,17.928,17.928,18.792,18.792,21.6,21.6,20.952,20.952,21.168,21.168,42.336,42.336,36.936,36.936,43.416,43.416,41.472,41.472,43.2,43.2,43.416,43.416,40.824,40.824,42.336,42.336,42.552,42.552,44.712,44.712,44.712,44.712,42.768,42.768,42.336,42.336,42.768,42.768,42.12,42.12,42.768,42.768,43.848,43.848,54.216,54.216,62.208,62.208,64.152,64.152,65.232,65.232,63.72,63.72,61.776,61.776,61.128,61.128,60.696,60.696,64.152,64.152,63.72,63.72,61.776,61.776,61.776,61.776,60.912,60.912,57.672,57.672,56.376,56.376,25.488,25.488,18.576,18.576
11/19/2011,KW,18.144,18.144,18.144,18.144,20.736,20.736,18.792,18.792,17.712,17.712,18.144,18.144,17.712,17.712,18.792,18.792,17.496,17.496,18.792,18.792,19.872,19.872,22.68,22.68,21.816,21.816,20.736,20.736,21.6,21.6,21.384,21.384,58.104,58.104,58.104,58.104,62.208,62.208,52.272,52.272,40.392,40.392,42.552,42.552,41.04,41.04,44.28,44.28,44.928,44.928,43.2,43.2,52.704,52.704,61.344,61.344,56.808,56.808,62.208,62.208,61.992,61.992,62.208,62.208,60.264,60.264,62.208,62.208,62.424,62.424,62.208,62.208,58.536,58.536,59.832,59.832,59.4,59.4,61.56,61.56,61.344,61.344,60.48,60.48,58.968,58.968,59.616,59.616,58.752,58.752,57.456,57.456,28.296,28.296,19.224,19.224
11/20/2011,KW,18.36,18.36,18.576,18.576,20.304,20.304,19.224,19.224,18.576,18.576,18.144,18.144,17.928,17.928,19.224,19.224,17.712,17.712,18.144,18.144,19.008,19.008,23.112,23.112,22.248,22.248,21.168,21.168,22.896,22.896,22.464,22.464,57.888,57.888,59.832,59.832,43.848,43.848,44.064,44.064,47.52,47.52,42.336,42.336,41.472,41.472,41.688,41.688,41.688,41.688,41.256,41.256,40.824,40.824,41.472,41.472,41.688,41.688,45.576,45.576,60.912,60.912,61.56,61.56,59.832,59.832,60.912,60.912,62.424,62.424,64.152,64.152,61.776,61.776,61.56,61.56,60.048,60.048,59.616,59.616,60.912,60.912,61.56,61.56,58.32,58.32,60.48,60.48,58.968,58.968,59.4,59.4,32.832,32.832,17.928,17.928
11/21/2011,KW,17.496,17.496,18.792,18.792,20.736,20.736,19.44,19.44,18.144,18.144,18.144,18.144,17.928,17.928,19.44,19.44,17.712,17.712,18.576,18.576,20.304,20.304,22.464,22.464,21.384,21.384,20.52,20.52,56.376,56.376,58.536,58.536,60.696,60.696,52.056,52.056,42.12,42.12,42.12,42.12,39.744,39.744,41.904,41.904,41.256,41.256,42.336,42.336,41.904,41.904,41.04,41.04,40.824,40.824,41.04,41.04,44.064,44.064,49.896,49.896,60.696,60.696,61.992,61.992,59.832,59.832,61.128,61.128,63.504,63.504,65.232,65.232,63.072,63.072,62.208,62.208,63.072,63.072,65.88,65.88,63.72,63.72,64.368,64.368,61.128,61.128,62.424,62.424,57.888,57.888,58.32,58.32,56.592,56.592,23.544,23.544
